brand,model,model_year,list_price,color,configration,condition,body_type,wheel_config,transmission,fuel_type,mileage,carfax_link,dealer_address
Jaguar,XF,2014,"$24,999.00 ",Grey,3.0L AWD PORTFOLIO PKG. NAVI-CAMERA,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"67,000",https://www.carproof.com/order?ref=kijiji&vin=SAJXJ0EF6E8U21904,"301 Weston Road, Toronto, ON, M6N3P1"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
BMW,3-Series,2001,"$3,795.00 ",Silver,Black,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"175,786",https://www.carproof.com/order?ref=kijiji&vin=null,"Scarborough, ON M1E 2N7"
Lexus,RX,2019,"$71,551.00 ",Silver,Executive Package,New,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,na,na,"1075 Leslie Street, Toronto, ON, M3C 2J7"
Nissan,Murano,2015,"$24,995.00 ",Brown,SL,Used,"SUV, Crossover",All-wheel drive (AWD),Other,Gasoline,"42,000",https://www.carproof.com/order?ref=kijiji&vin=5N1AZ2MH5FN268166,"1155 Speers Road, Oakville, ON, L6L 2X5"
BMW,3-Series,2014,"$18,999.00 ",Black,320I X DRIVE NAVI + PREMIUM PKG AUT0 SUNROOF 79K,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"79,128",https://www.carproof.com/order?ref=kijiji&vin=WBA3C3G51ENS69039,"1235 Finch Ave. W., Toronto, ON, M3J 2G4"
Mercedes-Benz,Other,2015,"$24,999.00 ",Silver,4dr Sdn CLA 250 4MATIC NAV PANORAMIC SPORT BACKUP,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"79,745",https://reports.carproof.com/en/main?id= L OT9kNeaSNuLZgrrY9rgr34062bAlk&utm_ref=kijiji,"1071 Speers Road, Oakville, ON, L6L 2X5"
MINI,Other,2013,"$10,995.00 ",Silver,Baker Street Edition Panoramic Sunroof ONLY 69Km,Used,Hatchback,Front-wheel drive (FWD),Automatic,Gasoline,"69,000",https://www.carproof.com/order?ref=kijiji&vin=WMWSU3C56DT684320,"1065 Martin Grove Road, Toronto, ON, M9W 4W6"
Jeep,Cherokee,2014,"$17,950.00 ",Grey,LIMITED NAVIGATION LEATHER AWD,Used,"SUV, Crossover",Other,Automatic,Gasoline,"116,000",https://www.carproof.com/order?ref=kijiji&vin=null,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Nissan,Rogue,2013,"$9,900.00 ",Black,S,Used,"SUV, Crossover",Front-wheel drive (FWD),Other,Gasoline,"115,000",https://www.carproof.com/order?ref=kijiji&vin=JN8AS5MT7DW024089,"399 Victoria Park Avenue, Toronto, ON, M4E 3T3"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
BMW,3-Series,2001,"$3,795.00 ",Silver,Black,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"175,786",https://www.carproof.com/order?ref=kijiji&vin=null,"Scarborough, ON M1E 2N7"
Lexus,RX,2019,"$71,551.00 ",Silver,Executive Package,New,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,na,na,"1075 Leslie Street, Toronto, ON, M3C 2J7"
Nissan,Murano,2015,"$24,995.00 ",Brown,SL,Used,"SUV, Crossover",All-wheel drive (AWD),Other,Gasoline,"42,000",https://www.carproof.com/order?ref=kijiji&vin=5N1AZ2MH5FN268166,"1155 Speers Road, Oakville, ON, L6L 2X5"
Honda,Odyssey,2016,"$29,900.00 ",White,EX-L,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"54,705",https://www.carproof.com/order?ref=kijiji&vin=5FNRL5H61GB500278,"300 Thickson Road South, Whitby, ON, L1N 9Z1"
Hyundai,Entourage,2007,"$5,995.00 ",Blue,GLS w/Leather,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"190,000",https://www.carproof.com/order?ref=kijiji&vin=KNDMC233876041543,"1830 Lawrence Avenue East, Toronto, ON, M1R 2Y2"
BMW,4-Series,2015,"$24,977.00 ",White,428i xDrive,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"125,992",https://www.carproof.com/order?ref=kijiji&vin=WBA4A7c55fd413044,"83 Strada Drive, Unit 2, Woodbridge, ON, L4L 5V9"
Mercedes-Benz,C-Class,2012,"$16,950.00 ",Silver,C300 4MATIC NAVIGATION LEATHER SUNROOF AWD,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"99,000",https://reports.carproof.com/en/main?id=F9BkSAjXtlvjy1eYEddnN7LqgqHnsJc5&utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
BMW,3-Series,2001,"$3,795.00 ",Silver,Black,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"175,786",https://www.carproof.com/order?ref=kijiji&vin=null,"Scarborough, ON M1E 2N7"
Lexus,RX,2019,"$71,551.00 ",Silver,Executive Package,New,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,na,na,"1075 Leslie Street, Toronto, ON, M3C 2J7"
Toyota,Sienna,2007,"$5,495.00 ",Gold,LE - 8 Pass!,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"191,488",https://www.carproof.com/order?ref=kijiji&vin=5TDZK23C67S071424,"3120 Danforth Avenue, Scarborough, ON, M1L 1B1"
Mazda,CX-5,2016,"$17,595.00 ",Silver,na,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"52,766",https://reports.carproof.com/en/main?id=ejRmbXJvfm86hMSd16gGT8Mxn cPD66L&utm_ref=kijiji,"42 Talbot Road East, Cayuga, ON, N0A 1E0"
Volkswagen,Jetta,2013,"$9,900.00 ",White,Highline,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"92,000",https://www.carproof.com/order?ref=kijiji&vin=3VWLX7AJ2DM356815,"1830 Lawrence Avenue East, Toronto, ON, M1R 2Y2"
Volkswagen,Tiguan,2015,"$18,600.00 ",White,AWD,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"52,900",https://www.carproof.com/order?ref=kijiji&vin=null,"2115 Lawrence Ave E, Scarborough, ON, M1R 2Z8"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
BMW,3-Series,2001,"$3,795.00 ",Silver,Black,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"175,786",https://www.carproof.com/order?ref=kijiji&vin=null,"Scarborough, ON M1E 2N7"
Lexus,RX,2019,"$71,551.00 ",Silver,Executive Package,New,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,na,na,"1075 Leslie Street, Toronto, ON, M3C 2J7"
Volkswagen,Beetle,2013,"$12,800.00 ",Red,"2.0 TDI Highline, Sky Roof, 6 Speed Manual",Used,Sedan,Front-wheel drive (FWD),Manual,Diesel,"98,000",https://reports.carproof.com/en/main?id=LuHmkHcdf31LUZ065qIagJGU62c3p9pw&utm_ref=kijiji,"7855 Keele Street, Unit 2, Vaughn, ON, L4K 1Y6"
Mercedes-Benz,Other,2015,"$25,450.00 ",Black,4MATIC Navi Camera Bluetooth  Pano Roof,Used,Sedan,All-wheel drive (AWD),Automatic,na,"81,634",https://www.carproof.com/order?ref=kijiji&vin=55swf4kb8fu030774,"2555 Steeles Avenue West, North York, ON, M3J 2P1"
Ford,F-150,2018,"$42,488.00 ",Blue,XLT,New,Pickup Truck,4 x 4,Automatic,Gasoline,na,na,"4700 Sheppard Avenue East, Toronto, ON, M1S 3V6"
Honda,Civic,2015,"$18,419.00 ",Grey,Si,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"57,360",https://reports.carproof.com/en/main?id=sI9IZ5Qu639pqhplYGyDIcI6vfTiMJOz&utm_ref=kijiji,"1900 Victoria Park Avenue, Toronto, ON, M1R 1T6"
Chevrolet,Tahoe,2016,"$26,900.00 ",White,"4x4,accident free,back up camera,ex-police",Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"170,350",https://www.carproof.com/order?ref=kijiji&vin=1GNSKDEC8GR270801,"1380 Cardiff Boulevard, Unit 8, Mississauga, ON, L5S 1P9"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
BMW,3-Series,2001,"$3,795.00 ",Silver,Black,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"175,786",https://www.carproof.com/order?ref=kijiji&vin=null,"Scarborough, ON M1E 2N7"
Volkswagen,Passat,2015,"$15,450.00 ",Black,1.8 TSI SPORT PKG BACK UP CAMERA LEATHER SUNROOF,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"101,000",https://reports.carproof.com/en/main?id=b 8r9RUAwyda/5mYYfkk8i0vEaROUWUq&utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Jeep,Renegade,2017,"$26,995.00 ",Grey,LIMITED**4X4**LEATHER**NAV**BACK UP CAM**SUNROOF**,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"26,625",https://reports.carproof.com/en/main?id=QFZ97DGsETFFLvr2eLSB/0v GwzPGBij&utm_ref=kijiji,"5280 Dixie Road, Mississauga, ON, L4W 2A7"
Infiniti,EX35,2009,"$9,995.00 ",Silver,na,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"174,000",https://www.carproof.com/order?ref=kijiji&vin=JNKAJ09F09M950727,"1830 Lawrence Avenue East, Toronto, ON, M1R 2Y2"
Mazda,CX-9,2010,"$10,900.00 ",Silver,na,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"125,900",https://www.carproof.com/order?ref=kijiji&vin=JM3TB3MA4A0219886,"1974 Dundas St West Unit 3, Toronto, ON, M6R1W6"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
BMW,3-Series,2001,"$3,795.00 ",Silver,Black,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"175,786",https://www.carproof.com/order?ref=kijiji&vin=null,"Scarborough, ON M1E 2N7"
Lexus,RX,2019,"$71,551.00 ",Silver,Executive Package,New,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,na,na,"1075 Leslie Street, Toronto, ON, M3C 2J7"
GMC,Sierra 1500,2004,"$5,995.00 ",White,"JUST ARRIVED -84,0000km LONG BOX VORTEC V8",Used,Pickup Truck,Rear-wheel drive (RWD),Automatic,Gasoline,"84,000",https://www.carproof.com/order?ref=kijiji&vin=null,"4362 Sheppard Av East, Toronto, ON, M1S 1T8"
Maserati,Quattroporte,2007,"$26,997.00 ",Grey,S LEATHER/NAVI/SUNROOF,Used,Sedan,Other,Automatic,na,"90,500",https://www.carproof.com/order?ref=kijiji&vin=ZAMCG39F270026896,"2685 Highway 7 West, Concord, ON, L4K 1V8"
Audi,Q3,2016,"$30,890.00 ",Black,2.0T Progressiv quattro w/ Rear Park|Pano,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"30,600",https://reports.carproof.com/en/main?id=jqxPsjfF12nOPqkDGMPMJJ9IrGfe7jym&utm_ref=kijiji,"175 Yorkland Blvd, Toronto, ON, M2J4R2"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
Toyota,Sienna,2004,"$3,650.00 ",Grey,na,Used,"Minivan, Van",na,Automatic,Gasoline,"214,000",https://www.carproof.com/order?ref=kijiji&vin=null,"North York, ON M3C 1X7"
Dodge,Grand Caravan,2019,"$39,695.00 ",Red,Crew Plus,New,"Minivan, Van",Front-wheel drive (FWD),Automatic,na,na,na,"935 Woodlawn Road West, Guelph, ON, N1K 1B7"
Volkswagen,Jetta,2009,"$5,300.00 ",Black,na,Used,Sedan,Front-wheel drive (FWD),Automatic,Diesel,"288,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Finch Avenue West, North York, ON"
Volkswagen,Jetta,2015,"$13,990.00 ",Grey,2.0L TRENDLINE+ AUT0 A/C SUNROOF BACKUP CAMERA 61K,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"61,918",https://reports.carproof.com/en/main?id=gK/ZnzHXnMIerAw/FKd6HpFVBhQGR4fN&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4"
Ford,Transit Connect,2015,"$16,900.00 ",White,XLT*SLIDING DOORS*BTOOTH*PRICED TO SELL!!*,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"133,000",https://www.carproof.com/order?ref=kijiji&vin=NM0LS7F75F1225907,"2353 Weston Road, Toronto, ON, M9N 1Z8"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
Nissan,Rogue,2011,"$6,999.00 ",Black,SV,Used,"SUV, Crossover",Front-wheel drive (FWD),Other,Gasoline,"169,000",https://www.carproof.com/order?ref=kijiji&vin=JN8AS5MT5BW175185,"56 Martin Ross Ave., North York, ON, M3J 2L4"
Honda,CR-V,2015,"$17,900.00 ",Black,LX  - Heated Seats - Bluetooth - rear Camera,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,na,"75,065",https://reports.carproof.com/en/main?id=OcdG9UjGW lZZCSbl2gQz9dBP6t9/N48&utm_ref=kijiji,"430 Hensall Cir, Mississauga, ON, L5A 1X7"
Lexus,Other,2015,"$29,800.00 ",Blue,"F-SPORT, NAVI, CAM,",Used,Wagon,All-wheel drive (AWD),Automatic,na,"70,908",https://www.carproof.com/order?ref=kijiji&vin=JTJBARBZ3F2035342,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Mazda,Mazda5,2015,"$11,850.00 ",Grey,na,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"125,000",https://reports.carproof.com/en/main?id=29QlhZkjQ9F8D2cneHqcRzrPwqf96pV &utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
Honda,Accord,2015,"$19,995.00 ",Black,Touring,Used,Other,Front-wheel drive (FWD),Other,Gasoline,"75,076",https://www.carproof.com/order?ref=kijiji&vin=1HGCR2F92FA807340,"1630 Matheson Boulevard, Mississauga, ON, L4W 1Y4"
GMC,Acadia,2016,"$22,950.00 ",White,SLE BACK UP CAM 7 PASSENGER AWD,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"116,000",https://reports.carproof.com/en/main?id=nIqOZAObpNeDVkiiqEON5R9hquuwp8yG&utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
GMC,Acadia,2017,"$33,988.00 ",Other,SLT-2,Used,Other,All-wheel drive (AWD),Automatic,Gasoline,"73,893",https://reports.carproof.com/en/main?id=ioaVnMDRqWSUYvSqQx36orRln0cVjAqC&utm_ref=kijiji,"1900 Victoria Park Avenue, Toronto, ON, M1R 1T6"
Audi,A4,2015,"$19,450.00 ",White,2.0T PROGRESSIV PLUS NAVI LEATHER SUNROOF AWD,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"139,000",https://www.carproof.com/order?ref=kijiji&vin=null,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
Jeep,Grand Cherokee,2018,"$55,026.00 ",White,Summit,Used,"SUV, Crossover",4 x 4,Automatic,na,"4,447",https://www.carproof.com/order?ref=kijiji&vin=1C4RJFJT0JC196831,"321 Front Street East, Toronto, ON, M5A 1G3"
Ford,Other,2010,"$12,995.00 ",Red,E 250 Cargo 4.6L Loaded Rack Divider Shelving 113K,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Other,"113,000",https://www.carproof.com/order?ref=kijiji&vin=null,"1065 Martingrove Road, Etobicoke, ON, M9W 4W6"
Volkswagen,Passat,2015,"$15,950.00 ",White,1.8 TSI HIGHLINE NAVIGATION LEATHER SUNROOF,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"126,000",https://reports.carproof.com/en/main?id=7jXAgPYG7tt7JYcucHoV2fzGgWauR3H9&utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Volkswagen,Jetta,2015,"$13,750.00 ",Red,2.0L TRENDLINE+ AUT0 A/C SUNROOF BACKUP CAMERA 68K,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"68,518",https://reports.carproof.com/en/main?id=v7iEG32BHAkUSsRdx29SWCPihl72nN 4&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4"
Mercedes-Benz,S-Class,1995,$500.00 ,Black,S500,Used,Sedan,Rear-wheel drive (RWD),na,Gasoline,"200,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M3J3P7"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
Mazda,Mazda3,2015,"$10,500.00 ",Brown,"GX MODEL, SKYACTIV",Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"79,679",https://www.carproof.com/order?ref=kijiji&vin=3MZBM1U78FM134588,"3675 Keele Street, Toronto, ON, M3J 1M6"
Nissan,Murano,2015,"$21,999.00 ",White,"SV AWD |  Navi, Pano Moonroof, Htd Front Seats",Used,"SUV, Crossover",All-wheel drive (AWD),Other,na,"56,617",https://www.carproof.com/order?ref=kijiji&vin=5N1AZ2MH9FN288906,"1599 Star Top Road, Ottawa, ON, K1B 5P5"
Honda,Civic,2013,"$8,500.00 ",Blue,EX AUT0 A/C SUNROOF BACKUP CAMERA H/SEATS,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"183,468",https://www.carproof.com/order?ref=kijiji&vin=2HGFB2F50DH003681,"1235 Finch Ave. W., Toronto, ON, M3J 2G4"
Audi,Q5,2016,"$32,113.00 ",Other,"1 Owner, Accident Free, Roof, Navi, Leather",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"58,583",https://www.carproof.com/order?ref=kijiji&vin=WA1L2AFP2GA065559,"2595 Saint Clair Avenue West, Toronto, ON, M6N 4Z5"
Mercedes-Benz,E-Class,2015,"$25,800.00 ",Black,"E400 4MATIC COUPE, A",Used,Coupe (2 door),All-wheel drive (AWD),Automatic,na,"175,637",https://www.carproof.com/order?ref=kijiji&vin=WDDKJ6HBXFF294114,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
Porsche,Cayenne,2009,"$16,995.00 ",Brown,S,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"133,526",https://www.carproof.com/order?ref=kijiji&vin=WP1AB29P39LA41288,"2100 Lawrence Ave, Toronto, ON, M1R 2Z7"
Dodge,Sprinter,2007,na,na,na,Used,Other,na,na,na,"200,000",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M9N 1H7, Canada"
Ram,1500,2015,"$22,800.00 ",White,"4X4 EcoDiesel, Leather, Bed Cab",Used,Pickup Truck,4 x 4,Automatic,Diesel,"122,000",https://www.carproof.com/order?ref=kijiji&vin=1C6RR7FM6FS631520,"7855 Keele Street, Unit 2, Vaughn, ON, L4K 1Y6"
Nissan,Versa,2015,"$12,495.00 ",Black,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"73,900",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CPXFL405347,"1155 Speers Road, Oakville, ON, L6L 2X5"
Volkswagen,Jetta,2008,"$4,800.00 ",Black,City,Used,Sedan,na,Manual,Gasoline,"99,780",https://www.carproof.com/order?ref=kijiji&vin=null,"York, ON M6E 3J7"
Volkswagen,Jetta,2010,"$6,000.00 ",Grey,sport,Used,Wagon,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Toronto, ON M6B2L7"
Chevrolet,Express,2017,"$26,990.00 ",White,"3/4 Ton EXTENDED Cargo Van, Loaded",Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Gasoline,N/A,https://www.carproof.com/order?ref=kijiji&vin=null,"5298 Highway 7, Woodbridge, ON, L4L 1T3"
Nissan,Rogue,2015,"$17,450.00 ",Grey,SL LEATHER SUNROOF BACK UP CAMERA AWD,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"106,000",https://www.carproof.com/order?ref=kijiji&vin=null,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Mercedes-Benz,C-Class,2011,"$9,979.00 ",Grey,2.5L 4MATIC !!!!! NO ACCIDENTS CLEAN CARPROOF !!!!,Used,Sedan,All-wheel drive (AWD),Automatic,na,"174,700",https://www.carproof.com/order?ref=kijiji&vin=WDDGF8FB6BA518153,"5455 Steeles Avenue West, North York, ON, M9L 1S7"
