make,mileage,model,price,vin,year
Dodge,"35,551 Miles",Durango,"$25,999",1C4RDJEG2FC850694,2015
BMW,"21,092 Miles",X1,"$22,999",WBXHT3C30G5E50946,2016
Nissan,"13,722 Miles",Pathfinder,"$22,699",5N1DR2MN7JC633874,2018
GMC,"53,247 Miles",Sierra 1500,"$34,500",3GTU2NEC1GG202119,2016
Hyundai,"43,788 Miles",Accent,"$11,200",KMHCT5AE1HU326482,2017
Jeep,"40,232 Miles",Cherokee,"$18,600",1C4PJMCB7GW263612,2016
Ford,"32,148 Miles",Edge,"$18,999",2FMPK3J9XGBB89686,2016
Mercedes-Benz,"41,004 Miles",E-Class,"$25,999",WDDHF5KB1GB188674,2016
Mercedes-Benz,"63,134 Miles",M-Class,"$24,200",4JGDA5JB6EA301283,2014
Jeep,"68,786 Miles",Renegade,"$12,930",ZACCJAAT4FPC27039,2015
Ford,"9,318 Miles",Focus,"$16,500",1FADP3R4XGL212844,2016
Nissan,"45,287 Miles",Murano,"$20,300",5N1AZ2MHXHN164033,2017
Ford,"33,989 Miles",Flex,"$20,999",2FMGK5C87HBA10621,2017
Volkswagen,"31,455 Miles",Jetta,"$17,700",3VW4T7AJ3GM300175,2016
Ford,"36,674 Miles",Taurus,"$16,399",1FAHP2F85HG114950,2017
Acura,"51,677 Miles",MDX,"$27,695",5FRYD4H44GB014886,2016
Audi,"21,697 Miles",Q5,"$29,400",WA1CFAFP2FA086737,2015
GMC,"29,237 Miles",Terrain,"$19,100",2GKALSEK2F6323228,2015
Dodge,"20,829 Miles",Durango,"$34,280",1C4SDJCT1GC336676,2016
Dodge,"40,525 Miles",Grand Caravan,"$17,700",2C4RDGEG5HR545672,2017
MINI,"70,384 Miles",Cooper,"$10,655",WMWXM5C56F3A58628,2015
Kia,"42,299 Miles",Optima,"$15,600",5XXGN4A74FG430415,2015
Volkswagen,"34,722 Miles",Beetle,"$18,700",3VW5A7AT6FM819991,2015
Toyota,"31,572 Miles",Corolla,"$11,999",2T1BURHE6GC718301,2016
Ford,"34,765 Miles",F-250 Super Duty,"$46,499",1FT7W2BT8GEB02501,2016
Nissan,"14,616 Miles",Rogue,"$22,600",JN8AT2MV0HW281422,2017
Hyundai,"12,814 Miles",Azera,"$15,999",KMHFG4JGXFA495363,2015
Nissan,"31,378 Miles",Sentra,"$12,200",3N1AB7AP8FL680456,2015
Chevrolet,"42,881 Miles",Impala,"$17,430",2G1105SA3H9151707,2017
Mercedes-Benz,"42,131 Miles",C-Class,"$22,135",55SWF4KB6FU016453,2015
Kia,"70,167 Miles",Optima,"$12,000",5XXGM4A73FG442641,2015
Mazda,"25,116 Miles",CX-5,"$23,900",JM3KE4DY2G0758232,2016
Kia,"42,087 Miles",Soul,"$11,999",KNDJP3A53H7428210,2017
Infiniti,"32,018 Miles",Q50,"$20,000",JN1BV7AP0FM347847,2015
Hyundai,"16,989 Miles",Elantra,"$17,300",5NPD84LF2HH036563,2017
Dodge,"36,509 Miles",Journey,"$15,300",3C4PDCBB7GT208277,2016
Buick,"22,769 Miles",Encore,"$17,400",KL4CJGSB2FB212410,2015
Honda,"34,306 Miles",CR-V,"$21,999",5J6RM3H9XGL010909,2016
Cadillac,"34,834 Miles",ATS,"$17,299",1G6AA1RX2F0123950,2015
GMC,"43,470 Miles",Terrain,"$17,000",2GKALNEK7G6188329,2016
Mercedes-Benz,"51,911 Miles",E-Class,"$26,000",WDDHF5KB9GB199373,2016
Hyundai,"28,479 Miles",Sonata,"$16,200",5NPE34AF6GH396214,2016
Buick,"13,176 Miles",Encore,"$16,700",KL4CJASB1GB600453,2016
Ford,"44,782 Miles",Focus,"$12,000",1FADP3K21HL246956,2017
Volkswagen,"35,507 Miles",CC,"$13,600",WVWBP7AN2DE539073,2013
Ford,"9,794 Miles",Fusion,"$16,999",3FA6P0D96JR188576,2018
Nissan,"11,824 Miles",Sentra,"$13,900",3N1AB7AP2GY326694,2016
Nissan,"32,588 Miles",Rogue,"$17,595",KNMAT2MV3JP507609,2018
BMW,"69,173 Miles",4 Series,"$19,755",WBA4C9C5XFD330294,2015
Lincoln,"19,352 Miles",MKZ,"$22,999",3LN6L5B9XHR615320,2017
Nissan,"21,576 Miles",Maxima,"$20,699",1N4AA6AP3JC367819,2018
Land Rover,"29,982 Miles",Discovery Sport,"$29,580",SALCR2BG3GH625554,2016
Nissan,"18,962 Miles",Sentra,"$12,600",3N1AB7AP9FL668400,2015
Mercedes-Benz,"31,647 Miles",C-Class,"$17,999",WDDGJ4HB4FG392110,2015
Jeep,"61,044 Miles",Wrangler Unlimited,"$26,999",1C4BJWEG6EL110765,2014
Dodge,"41,162 Miles",Charger,"$19,900",2C3CDXHG9GH112642,2016
Nissan,"42,258 Miles",Murano,"$19,900",5N1AZ2MH2FN279643,2015
Ford,"32,123 Miles",Explorer,"$21,999",1FM5K8D87GGB68858,2016
Hyundai,"29,393 Miles",Sonata,"$15,800",5NPE34AB4FH223495,2015
Toyota,"9,849 Miles",Tacoma,"$29,300",3TMAZ5CN8GM002827,2016
Mercedes-Benz,"44,156 Miles",CLA,"$19,999",WDDSJ4GB1GN322699,2016
Volkswagen,"28,586 Miles",Tiguan,"$17,400",WVGAV7AX6GW559730,2016
Chevrolet,"63,993 Miles",Traverse,"$18,900",1GNKVGKD9FJ109098,2015
Nissan,"22,390 Miles",Maxima,"$17,999",1N4AA6AP2GC907265,2016
Lexus,"31,178 Miles",ES 350,"$24,100",JTHBK1GG4F2178100,2015
Toyota,"34,131 Miles",Highlander,"$26,499",5TDDKRFH2FS160321,2015
Buick,"13,106 Miles",Encore,"$16,500",KL4CJASB2GB601739,2016
Ford,"43,239 Miles",Fusion,"$13,400",1FA6P0HD9F5130423,2015
Ford,"33,475 Miles",Mustang,"$21,000",1ZVBP8FF3E5229777,2014
Nissan,"33,932 Miles",Rogue,"$15,600",5N1AT2MT9FC871980,2015
Honda,"34,153 Miles",Civic,"$16,100",19XFC2F56GE234578,2016
Volkswagen,"31,243 Miles",CC,"$14,300",WVWRP7AN8DE552330,2013
Chevrolet,"15,280 Miles",Malibu,"$18,900",1G1ZD5ST0JF225767,2018
GMC,"56,124 Miles",Sierra 1500,"$23,800",1GTR1LEC0GZ345950,2016
Nissan,"35,457 Miles",Altima,"$15,700",1N4AL3AP8GC259262,2016
Nissan,"49,103 Miles",Rogue,"$17,400",5N1AT2MV9FC907667,2015
Toyota,"48,053 Miles",Camry,"$13,600",4T4BF1FK9ER356163,2014
Hyundai,"32,176 Miles",Tucson,"$21,100",KM8J3CA29GU165217,2016
Chrysler,"31,790 Miles",300,"$22,500",2C3CCAKG5HH651186,2017
Chevrolet,"10,535 Miles",Trax,"$12,999",3GNCJKSB5HL276152,2017
Mercedes-Benz,"13,785 Miles",GLC,"$34,700",WDC0G4JB9HF130509,2017
Lexus,"30,859 Miles",ES 350,"$19,999",JTHBK1GG4F2208860,2015
Subaru,"16,805 Miles",WRX,"$25,600",JF1VA1E66H9814124,2017
Nissan,"36,709 Miles",Titan,"$31,800",1N6AA1E58HN563384,2017
FIAT,"40,593 Miles",500X,"$14,999",ZFBCFYDT9GP382905,2016
BMW,"30,153 Miles",X6 M,"$56,999",5YMKW8C53G0R43336,2016
Lexus,"19,650 Miles",RX 350,"$38,100",2T2BZMCA8GC015836,2016
Ford,"34,822 Miles",Mustang,"$25,799",1FATP8FF0H5273561,2017
Nissan,"89,178 Miles",Pathfinder,"$16,100",5N1AR2MM6DC604199,2013
Ford,"45,600 Miles",Expedition,"$23,799",1FMJU1HT3HEA50561,2017
Infiniti,"42,479 Miles",Q50,"$19,200",JN1BV7AP2FM346621,2015
BMW,"22,338 Miles",X4,"$29,999",5UXXW3C52G0M89676,2016
Mercedes-Benz,"32,496 Miles",C-Class,"$19,999",55SWF4JB8FU085291,2015
Honda,"28,782 Miles",HR-V,"$16,999",3CZRU5H76GM740230,2016
Subaru,"31,157 Miles",Forester,"$19,600",JF2SJADCXFH831839,2015
Ford,"34,006 Miles",Focus,"$12,300",1FADP3F26FL209795,2015
Toyota,"24,927 Miles",Tundra,"$30,999",5TFEW5F1XHX215938,2017
Hyundai,"55,105 Miles",Santa Fe Sport,"$14,780",5XYZT3LBXGG347627,2016
Jeep,"40,999 Miles",Patriot,"$15,000",1C4NJRFB4GD645818,2016
Toyota,"27,665 Miles",Camry,"$16,000",4T1BF1FK3FU955913,2015
Volkswagen,"36,221 Miles",Tiguan,"$13,999",WVGBV7AXXGW536813,2016
Jeep,"49,081 Miles",Compass,"$15,400",1C4NJDEB1HD125193,2017
Mercedes-Benz,"42,167 Miles",C-Class,"$22,500",55SWF4JB2GU116617,2016
Ford,"51,265 Miles",Fusion,"$13,800",3FA6P0HD8GR168997,2016
Chevrolet,"15,462 Miles",Equinox,"$18,000",2GNALCEK6H6131970,2017
Acura,"43,401 Miles",TLX,"$19,600",19UUB2F56FA019988,2015
Buick,"34,411 Miles",Encore,"$13,999",KL4CJASB8FB245456,2015
Mitsubishi,"41,062 Miles",Outlander,"$16,100",JA4AD3A32HZ026779,2017
Jeep,"27,981 Miles",Grand Cherokee,"$31,200",1C4RJFCG2FC877516,2015
Nissan,"25,730 Miles",Rogue,"$21,930",5N1AT2MT0HC864953,2017
Audi,"46,073 Miles",Q5,"$27,000",WA1LFAFPXFA032084,2015
Toyota,"36,177 Miles",RAV4,"$20,400",2T3YFREVXFW198598,2015
Ford,"46,451 Miles",Fusion,"$13,700",1FA6P0HD7G5116912,2016
Ford,"44,230 Miles",Edge,"$19,999",2FMTK4K80FBC36183,2015
Nissan,"58,099 Miles",Maxima,"$19,100",1N4AA6APXGC395562,2016
Chevrolet,"28,200 Miles",Malibu,"$13,999",1G1ZE5ST9GF224834,2016
Volkswagen,"9,323 Miles",Jetta,"$15,000",3VW2B7AJ7HM387414,2017
Honda,"43,832 Miles",Civic,"$13,700",19XFB2F55FE287239,2015
Honda,"28,097 Miles",Accord,"$18,100",1HGCR2F32GA003200,2016
Nissan,"39,457 Miles",Sentra,"$13,000",3N1AB7AP8HY348300,2017
Jaguar,"39,061 Miles",XF,"$33,900",SAJBK4BV6GCY15686,2016
Infiniti,"40,686 Miles",Q50,"$20,000",JN1EV7AP7HM734783,2017
Dodge,"20,105 Miles",Journey,"$18,220",3C4PDCGG3HT548323,2017
Lexus,"47,667 Miles",CT 200h,"$18,700",JTHKD5BH6F2220204,2015
Ford,"35,314 Miles",Taurus,"$18,600",1FAHP2F86HG120935,2017
Chevrolet,"16,365 Miles",Malibu,"$15,700",1G11C5SL2FF305367,2015
Toyota,"38,404 Miles",Highlander,"$27,200",5TDBKRFH2GS229954,2016
Nissan,"13,258 Miles",Sentra,"$14,000",3N1AB7AP9HY401859,2017
Ford,"25,386 Miles",Fiesta,"$14,600",3FADP4FJXHM136493,2017
Rolls-Royce,"12,634 Miles",Ghost Series II,"$174,999",SCA664S57FUX53218,2015
Buick,"30,970 Miles",Regal,"$22,900",2G4GV5GX9G9130015,2016
Hyundai,"19,605 Miles",Elantra,"$13,900",KMHD74LF8HU194880,2017
BMW,"28,926 Miles",3 Series,"$31,855",WBA3B9G50FNR94218,2015
Ford,"40,987 Miles",Focus,"$12,300",1FADP3K25HL271777,2017
Volkswagen,"36,132 Miles",Tiguan,"$15,000",WVGAV7AXXGW560041,2016
BMW,"29,185 Miles",5 Series,"$25,900",WBA5A7C59FD628396,2015
Lexus,"36,037 Miles",GS 350,"$22,999",JTHBE1BL7FA016267,2015
Jeep,"57,998 Miles",Cherokee,"$20,600",1C4PJMDS3GW277750,2016
Kia,"42,547 Miles",Rio,"$11,300",KNADM4A3XH6115135,2017
Kia,"12,115 Miles",Soul,"$16,200",KNDJP3A53J7598461,2018
Nissan,"29,293 Miles",JUKE,"$16,000",JN8AF5MR9HT700820,2017
Kia,"38,853 Miles",Optima,"$14,300",5XXGT4L30GG118545,2016
Chevrolet,"31,740 Miles",Silverado 1500,"$29,300",3GCPCREC4FG275355,2015
Subaru,"21,056 Miles",Forester,"$24,000",JF2SJAKC1GH457707,2016
Lincoln,"34,302 Miles",MKZ Hybrid,"$17,999",3LN6L2LU1GR601581,2016
Ford,"46,441 Miles",Focus,"$11,700",1FADP3K25HL223731,2017
Cadillac,"40,530 Miles",ATS,"$22,700",1G6AJ5SX2F0131791,2015
BMW,"38,374 Miles",5 Series,"$22,999",WBA5A5C58FD522901,2015
Kia,"13,532 Miles",Rio,"$14,000",3KPA24AB9JE078436,2018
Chevrolet,"18,374 Miles",Traverse,"$22,800",1GNKRFED5HJ266155,2017
Nissan,"77,707 Miles",Rogue,"$10,100",JN8AS5MT5CW261050,2012
Chrysler,"40,898 Miles",300,"$19,755",2C3CCAEG9HH570512,2017
Hyundai,"33,758 Miles",Sonata,"$15,000",5NPE24AA1FH158132,2015
FIAT,"10,018 Miles",500L,"$14,200",ZFBCFABHXGZ038266,2016
GMC,"40,131 Miles",Acadia,"$26,100",1GKKRRKD3GJ102422,2016
BMW,"23,121 Miles",i3,"$20,200",WBY1Z4C5XGV507833,2016
Porsche,"30,646 Miles",Cayenne,"$44,599",WP1AF2A25GKA41624,2016
Mercedes-Benz,"43,742 Miles",CLA,"$20,999",WDDSJ4EBXHN453912,2017
Audi,"61,479 Miles",A8 L,"$30,930",WAU3GAFD5FN012498,2015
Mercedes-Benz,"14,557 Miles",C-Class,"$30,200",55SWF4KB5HU224987,2017
Jeep,"5,804 Miles",Wrangler Unlimited,"$33,530",1C4BJWDG0JL889026,2018
Ford,"46,412 Miles",Escape,"$16,000",1FMCU9GD6HUB64450,2017
Ford,"36,239 Miles",Edge,"$19,199",2FMTK4J99FBC36354,2015
Hyundai,"39,387 Miles",Accent,"$11,400",KMHCT4AE7HU235114,2017
Hyundai,"44,976 Miles",Santa Fe,"$20,999",KM8SNDHF9GU138239,2016
Ford,"46,818 Miles",Escape,"$16,900",1FMCU9G90HUC99242,2017
Chevrolet,"38,439 Miles",Traverse,"$23,999",1GNKVJKD7GJ112239,2016
Ford,"74,270 Miles",Explorer,"$18,400",1FM5K7BH3GGC37302,2016
Ford,"73,388 Miles",Fusion Hybrid,"$13,200",3FA6P0LU3GR388832,2016
Mercedes-Benz,"33,225 Miles",GLS,"$48,755",4JGDF6EE7HA949621,2017
Nissan,"40,813 Miles",Altima,"$14,900",1N4AL3AP0HC279121,2017
Ford,"61,772 Miles",Expedition,"$22,800",1FMJU1HT7GEF33145,2016
Ford,"33,145 Miles",Edge,"$17,000",2FMDK3JC8EBA99903,2014
Kia,"14,624 Miles",Optima,"$17,400",KNAGT4L30J5235227,2018
GMC,"49,817 Miles",Acadia,"$25,200",1GKKRTKD6FJ292048,2015
Infiniti,"42,390 Miles",QX80,"$38,300",JN8AZ2NE9G9121310,2016
BMW,"25,596 Miles",3 Series,"$28,000",WBA8Z5C57GG501477,2016
Mercedes-Benz,"16,473 Miles",C-Class,"$51,855",55SWF8GB2HU232089,2017
Cadillac,"38,646 Miles",SRX,"$27,500",3GYFNCE3XGS524303,2016
Ford,"22,030 Miles",Fusion,"$16,100",1FA6P0HD6G5117243,2016
Chevrolet,"28,364 Miles",Equinox,"$14,999",2GNALCEK9H6254274,2017
Lincoln,"21,142 Miles",MKZ,"$29,400",3LN6L5EC5HR615460,2017
Chevrolet,"47,164 Miles",Equinox,"$16,500",2GNFLFEK0G6250314,2016
Ford,"23,071 Miles",F-150,"$25,700",1FTEX1CP0GFC37398,2016
Chevrolet,"29,650 Miles",Equinox,"$20,200",2GNALDEK9H6243541,2017
Toyota,"44,613 Miles",Corolla,"$12,700",2T1BURHE3EC209358,2014
Chevrolet,"38,075 Miles",Equinox,"$13,499",2GNALCEK4G6127608,2016
Lincoln,"31,801 Miles",MKC,"$20,100",5LMCJ1A92FUJ02830,2015
Chevrolet,"23,958 Miles",Malibu,"$17,200",1G1ZE5ST5GF191573,2016
Nissan,"27,483 Miles",Frontier,"$17,600",1N6BD0CT1HN701919,2017
Honda,"25,236 Miles",Pilot,"$27,999",5FNYF5H56GB013779,2016
Ford,"25,789 Miles",Edge,"$17,999",2FMTK3J9XFBB66468,2015
Chevrolet,"19,058 Miles",Equinox,"$17,400",2GNALBEK0H1544684,2017
Hyundai,"17,154 Miles",Tucson,"$18,900",KM8J33A40JU616060,2018
Chevrolet,"21,734 Miles",Camaro,"$27,700",2G1FK3DJ3E9315874,2014
Lincoln,"32,016 Miles",MKZ Hybrid,"$19,600",3LN6L2LU1FR622560,2015
Infiniti,"29,518 Miles",QX50,"$25,600",JN1BJ0RR5GM262593,2016
Dodge,"44,976 Miles",Grand Caravan,"$17,500",2C4RDGEG0HR760943,2017
Chrysler,"39,762 Miles",300,"$18,455",2C3CCAEG1JH159269,2018
Jeep,"37,159 Miles",Grand Cherokee,"$28,100",1C4RJFBG5HC946428,2017
Volkswagen,"15,755 Miles",Jetta,"$15,575",3VWLA7AJXFM272858,2015
Infiniti,"27,709 Miles",QX30,"$23,255",SJKCH5CPXHA025552,2017
Hyundai,"63,635 Miles",Sonata,"$16,300",5NPE34AB7FH255079,2015
Lexus,"39,182 Miles",IS 250,"$19,999",JTHBF1D23F5058929,2015
Subaru,"40,767 Miles",Forester,"$21,000",JF2SJADC4GH562027,2016
Kia,"56,559 Miles",Soul,"$13,000",KNDJP3A58H7877284,2017
Ford,"76,223 Miles",Edge,"$18,000",2FMPK4J83GBB13319,2016
Toyota,"9,463 Miles",Corolla,"$17,000",2T1BURHE4HC804336,2017
Mercedes-Benz,"30,140 Miles",GLE,"$34,530",4JGDA5JB3GA679256,2016
Land Rover,"19,294 Miles",Range Rover,"$61,699",SALGS2KF7GA261404,2016
Honda,"27,138 Miles",Civic,"$10,999",19XFB2F52FE120241,2015
Toyota,"34,729 Miles",Prius c,"$11,999",JTDKDTB37F1100198,2015
Volkswagen,"39,219 Miles",CC,"$12,900",WVWBP7AN1DE505402,2013
Honda,"33,484 Miles",Pilot,"$24,999",5FNYF5H54GB011433,2016
Mazda,"30,820 Miles",Mazda3,"$14,400",JM1BM1U75F1253540,2015
BMW,"40,706 Miles",2 Series,"$22,999",WBA1K9C51GV322103,2016
Ford,"48,288 Miles",Expedition,"$25,800",1FMJU1JT2HEA78538,2017
Chrysler,"24,273 Miles",300,"$18,899",2C3CCAEG0JH136811,2018
Chevrolet,"10,476 Miles",Camaro,"$27,980",1G1FB1RS0J0137741,2018
BMW,"32,681 Miles",3 Series,"$16,999",WBA3B5G58FNS18072,2015
Dodge,"16,104 Miles",Durango,"$35,480",1C4RDHEG6JC473286,2018
Volkswagen,"64,547 Miles",Passat,"$14,000",1VWBT7A39GC015099,2016
Honda,"31,727 Miles",Accord,"$14,999",1HGCR2F71FA010916,2015
Nissan,"34,897 Miles",Maxima,"$20,200",1N4AA6AP4GC423114,2016
Lexus,"29,780 Miles",ES 350,"$23,999",JTHBK1GG7G2226125,2016
Chevrolet,"7,890 Miles",Silverado 1500,"$30,999",1GCRCSEC5JZ284364,2018
Nissan,"31,973 Miles",Altima,"$17,200",1N4BL3AP3FC594190,2015
Nissan,"15,766 Miles",Rogue,"$19,930",KNMAT2MV2GP669868,2016
Ford,"41,411 Miles",Focus,"$13,400",1FADP3M29HL248774,2017
Ford,"46,473 Miles",Escape,"$16,000",1FMCU9GDXHUE24428,2017
Nissan,"16,931 Miles",Frontier,"$22,899",1N6AD0EV5JN726564,2018
Ford,"36,261 Miles",Escape,"$12,999",1FMCU0G78GUB83912,2016
Subaru,"38,255 Miles",Forester,"$22,700",JF2SJAEC3HH803494,2017
Volkswagen,"25,735 Miles",CC,"$14,600",WVWBP7AN4EE540307,2014
Toyota,"26,211 Miles",Avalon,"$20,600",4T1BK1EB6GU217179,2016
Nissan,"15,726 Miles",Rogue,"$18,435",KNMAT2MV2GP737182,2016
Mercedes-Benz,"13,188 Miles",GLC,"$38,230",WDC0G4JB3JV069735,2018
Toyota,"84,572 Miles",Sienna,"$16,200",5TDKK3DC3ES512784,2014
Dodge,"47,356 Miles",Grand Caravan,"$17,300",2C4RDGEGXHR862945,2017
GMC,"13,636 Miles",Terrain,"$33,488",3GKALSEX5JL191694,2018
Mercedes-Benz,"12,174 Miles",CLS,"$52,800",WDDLJ7DBXGA164879,2016
Kia,"33,245 Miles",Soul,"$14,400",KNDJP3A57F7777691,2015
Mercedes-Benz,"28,509 Miles",C-Class,"$26,180",55SWF4KB2GU109164,2016
Chevrolet,"60,327 Miles",Express Cargo,"$18,000",1GCWGFCA3E1132720,2014
Dodge,"51,548 Miles",Grand Caravan,"$16,300",2C4RDGEG3HR693321,2017
Chevrolet,"38,861 Miles",Silverado 1500,"$29,000",3GCPCREC9EG180689,2014
Honda,"44,082 Miles",Pilot,"$21,700",5FNYF3H45FB024136,2015
Nissan,"155,149 Miles",Altima,"$2,595",1N4AL11D66N377226,2006
Honda,"30,598 Miles",Civic,"$17,900",2HGFC2F78GH547347,2016
Volkswagen,998 Miles,Beetle,"$17,999",3VWJD7AT5JM710470,2018
Hyundai,"43,434 Miles",Accent,"$11,800",KMHCT5AE6HU324971,2017
Hyundai,"21,374 Miles",Santa Fe,"$21,000",KM8SMDHF7FU109212,2015
GMC,"11,694 Miles",Yukon XL,"$49,280",1GKS1GKC2JR307192,2018
Jeep,"70,149 Miles",Grand Cherokee,"$23,500",1C4RJECMXEC574627,2014
Chevrolet,"53,797 Miles",Traverse,"$18,700",1GNKVFED0FJ266606,2015
Chevrolet,"20,024 Miles",Equinox,"$17,300",2GNALBEK4H1533994,2017
Jeep,"45,152 Miles",Renegade,"$14,900",ZACCJABB1HPE89464,2017
Nissan,"6,505 Miles",Versa,"$13,185",3N1CN7AP5JL805969,2018
Ford,"13,109 Miles",Explorer,"$25,630",1FM5K7D89FGA84288,2015
Mercedes-Benz,"28,787 Miles",GLK,"$27,100",WDCGG5HB6FG440523,2015
Chevrolet,"20,793 Miles",Equinox,"$18,000",2GNALCEK5H6160800,2017
Mercedes-Benz,"57,088 Miles",M-Class,"$25,985",4JGDA5HB2FA592825,2015
Chevrolet,"47,059 Miles",Traverse,"$22,800",1GNKVGKDXGJ229350,2016
Honda,"69,050 Miles",Accord,"$13,855",1HGCR2F72DA034672,2013
Kia,"33,073 Miles",Forte,"$12,965",KNAFX4A68G5610447,2016
Subaru,"24,276 Miles",Crosstrek,"$18,330",JF2GPAGC5E8241966,2014
Chevrolet,"21,116 Miles",Malibu Limited,"$15,900",1G11A5SA3GU138406,2016
Jeep,"40,498 Miles",Renegade,"$17,600",ZACCJBDT2FPC02304,2015
Cadillac,"21,413 Miles",CTS,"$22,300",1G6AP5SX1F0143509,2015
Lexus,"23,240 Miles",IS 200t,"$19,999",JTHBA1D27G5019728,2016
Toyota,"22,202 Miles",RAV4,"$18,800",JTMZFREV5GJ075733,2016
Cadillac,"24,057 Miles",ATS,"$18,800",1G6AA5RA9F0126914,2015
Buick,"16,695 Miles",Encore,"$17,000",KL4CJESB9FB174985,2015
Jeep,"47,595 Miles",Compass,"$14,300",1C4NJCEB4HD162989,2017
Chevrolet,"34,665 Miles",Trax,"$14,800",3GNCJLSB4HL169177,2017
Hyundai,"28,066 Miles",Sonata,"$14,900",5NPE24AF2GH330522,2016
Jeep,"16,606 Miles",Renegade,"$17,700",ZACCJABB4HPE64347,2017
Jaguar,"14,133 Miles",XF,"$31,499",SAJBR4FX8JCY61728,2018
Jeep,"36,754 Miles",Grand Cherokee,"$23,000",1C4RJECG5DC533525,2013
Ford,"35,866 Miles",Fusion Hybrid,"$15,680",3FA6P0LU6HR387109,2017
Ford,"46,603 Miles",Escape,"$15,230",1FMCU9GD8HUE39347,2017
Infiniti,"35,045 Miles",QX60,"$25,000",5N1AL0MM8FC529398,2015
Nissan,"48,265 Miles",Altima,"$14,900",1N4AL3AP3FN347686,2015
Lexus,"46,346 Miles",ES 350,"$23,000",JTHBK1GG1F2162954,2015
Chevrolet,"38,545 Miles",Equinox,"$17,100",2GNALCEK9H1591377,2017
Honda,"18,053 Miles",Accord,"$21,100",1HGCR2F50GA013242,2016
Lincoln,"29,987 Miles",MKZ,"$16,999",3LN6L2J94FR623006,2015
Ford,"29,198 Miles",Fiesta,"$16,300",3FADP4GX8GM133089,2016
Hyundai,"56,606 Miles",Sonata,"$12,000",5NPEC4AC8DH718370,2013
Kia,"9,691 Miles",Cadenza,"$28,555",KNALC4J13H5066587,2017
Toyota,"18,137 Miles",Sienna,"$28,900",5TDXZ3DC1HS791853,2017
GMC,"5,004 Miles",Yukon,"$44,980",1GKS1AKC9HR154124,2017
Subaru,"15,401 Miles",WRX,"$23,900",JF1VA1B66H9819604,2017
Ford,"31,066 Miles",Escape,"$12,999",1FMCU0G77GUB11714,2016
Nissan,"32,998 Miles",Altima,"$13,900",1N4AL3AP1FN326979,2015
Chrysler,"15,657 Miles",300,"$22,300",2C3CCAGG4GH182907,2016
Cadillac,"19,432 Miles",SRX,"$20,999",3GYFNCE32FS548268,2015
Dodge,"53,391 Miles",Grand Caravan,"$16,200",2C4RDGEG5HR765247,2017
Chevrolet,"45,487 Miles",Volt,"$18,300",1G1RC6S56GU138258,2016
Ford,"28,175 Miles",Focus,"$12,700",1FADP3F22GL236106,2016
Toyota,"35,664 Miles",Highlander,"$32,600",5TDYKRFH3GS130103,2016
Kia,"21,550 Miles",Sorento,"$22,999",5XYPKDA56GG090396,2016
Mercedes-Benz,"30,747 Miles",C-Class,"$26,800",55SWF4KB5GU108509,2016
BMW,"21,143 Miles",3 Series,"$35,100",WBA8Y3C57HG450782,2017
Toyota,"37,157 Miles",RAV4 Hybrid,"$21,999",JTMDJREV7GD019770,2016
Chevrolet,"32,231 Miles",Camaro,"$19,100",2G1FD1E3XF9236668,2015
Chevrolet,"33,266 Miles",Camaro,"$26,900",1G1FF3D70H0208756,2017
Nissan,"2,021 Miles",Titan,"$38,880",1N6AA1E57JN519964,2018
Toyota,"29,606 Miles",RAV4,"$15,999",2T3WFREV3FW170147,2015
Honda,"40,881 Miles",CR-V,"$21,500",5J6RM4H53GL071148,2016
Hyundai,"39,931 Miles",Elantra GT,"$12,900",KMHD35LH6HU377083,2017
Chevrolet,"49,186 Miles",Malibu Limited,"$13,200",1G11A5SA0GU123216,2016
Chevrolet,"24,021 Miles",Impala,"$18,400",2G1125S39F9297232,2015
Volkswagen,"33,138 Miles",Tiguan,"$15,200",WVGAV7AXXGW549573,2016
Ford,"19,941 Miles",Fusion,"$14,600",3FA6P0HD6FR309466,2015
Nissan,"34,366 Miles",Rogue,"$17,600",JN8AT2MV1HW269442,2017
Nissan,"40,265 Miles",Murano,"$17,999",5N1AZ2MG4FN258168,2015
Lexus,"29,212 Miles",RX 350,"$28,280",2T2ZK1BA3FC197382,2015
Lexus,"30,100 Miles",RC 350,"$31,985",JTHSE5BC3F5005203,2015
Kia,"34,796 Miles",Sorento,"$16,700",5XYPG4A35GG134579,2016
Toyota,"47,120 Miles",Corolla,"$14,005",5YFBURHE8HP625829,2017
Kia,"42,016 Miles",Soul,"$12,999",KNDJP3A57F7796287,2015
Lexus,"30,509 Miles",GS 350,"$28,380",JTHCE1BL2FA005522,2015
Nissan,"47,095 Miles",Altima,"$14,600",1N4AL3AP3GC285767,2016
MINI,"31,516 Miles",Countryman,"$23,300",WMWZC3C59GWT08585,2016
Jeep,"40,818 Miles",Renegade,"$18,000",ZACCJBCB7HPE92454,2017
Nissan,"25,719 Miles",Maxima,"$22,480",1N4AA6AP1GC419280,2016
Chevrolet,"27,871 Miles",Trax,"$15,300",3GNCJPSB3GL115889,2016
Honda,"11,428 Miles",CR-V,"$24,300",2HKRW6H32JH203869,2018
Ford,"8,364 Miles",Fusion,"$18,200",3FA6P0HD3HR313347,2017
Ford,"18,786 Miles",F-150,"$24,730",1FTEW1CM1DKF58524,2013
