,brand,Year,mpg,Displacement,list_price
6963,Volkswagen,2015,24.0,1.8,12500
6964,Volkswagen,2015,30.0,2.0,12500
6965,Volkswagen,2015,21.0,2.0,13990
6966,Honda,2015,29.0,1.8,12990
6967,Honda,2015,29.0,1.8,12990
6968,Honda,2015,28.0,1.8,12990
6969,Honda,2015,22.0,2.4,12990
6970,Honda,2015,18.0,3.5,18500
6971,Honda,2015,21.0,3.5,18500
6972,Honda,2015,21.0,3.5,18500
6973,Honda,2015,23.0,2.4,18500
6974,Honda,2015,27.0,2.4,18500
6975,Honda,2015,26.0,2.4,18500
6976,Volkswagen,2015,21.0,2.0,17990
6977,Volkswagen,2015,24.0,2.0,11500
6978,Volkswagen,2015,23.0,2.0,11500
6979,Volkswagen,2015,30.0,2.0,11500
6980,Volkswagen,2015,31.0,2.0,11500
6981,Volkswagen,2015,25.0,2.0,11500
6982,Volkswagen,2015,25.0,1.8,11500
6983,Volkswagen,2015,25.0,1.8,11500
6984,Volkswagen,2015,22.0,2.0,11500
6987,Volkswagen,2015,20.0,3.6,17250
6988,Volkswagen,2015,24.0,1.8,17250
6989,Volkswagen,2015,29.0,2.0,17250
6990,Volkswagen,2015,24.0,1.8,17250
6991,Volkswagen,2015,30.0,2.0,17250
6993,Nissan,2019,28.0,2.5,37486
6995,Chevrolet,2007,14.0,7.0,32800
6996,Chevrolet,2007,16.0,6.0,32800
6997,Chevrolet,2007,15.0,6.0,32800
6999,Volkswagen,2015,20.0,3.6,14500
7000,Volkswagen,2015,24.0,1.8,14500
7001,Volkswagen,2015,29.0,2.0,14500
7002,Volkswagen,2015,24.0,1.8,14500
7003,Volkswagen,2015,30.0,2.0,14500
7005,Volkswagen,2015,20.0,3.6,12500
7006,Volkswagen,2015,24.0,1.8,12500
7007,Volkswagen,2015,29.0,2.0,12500
7008,Volkswagen,2015,24.0,1.8,12500
7009,Volkswagen,2015,30.0,2.0,12500
7010,Volkswagen,2015,21.0,2.0,13990
7011,Honda,2015,29.0,1.8,12990
7012,Honda,2015,29.0,1.8,12990
7013,Honda,2015,28.0,1.8,12990
7014,Honda,2015,22.0,2.4,12990
7015,Honda,2015,18.0,3.5,18500
7016,Honda,2015,21.0,3.5,18500
7017,Honda,2015,21.0,3.5,18500
7018,Honda,2015,23.0,2.4,18500
7019,Honda,2015,27.0,2.4,18500
7020,Honda,2015,26.0,2.4,18500
7021,Volkswagen,2015,21.0,2.0,17990
7022,Volkswagen,2015,24.0,2.0,11500
7023,Volkswagen,2015,23.0,2.0,11500
7024,Volkswagen,2015,30.0,2.0,11500
7025,Volkswagen,2015,31.0,2.0,11500
7026,Volkswagen,2015,25.0,2.0,11500
7027,Volkswagen,2015,25.0,1.8,11500
7028,Volkswagen,2015,25.0,1.8,11500
7029,Volkswagen,2015,22.0,2.0,11500
7031,Nissan,2015,27.0,1.8,11950
7032,Nissan,2015,29.0,1.8,11950
7034,Chevrolet,2014,27.0,2.0,10450
7035,Chevrolet,2014,26.0,1.4,10450
7036,Chevrolet,2014,25.0,1.8,10450
7037,Chevrolet,2014,22.0,1.8,10450
7038,Chevrolet,2014,26.0,1.4,10450
7041,Toyota,2009,22.0,2.4,4899
7042,Toyota,2009,22.0,2.4,4899
7043,Toyota,2009,27.0,1.8,4899
7044,Toyota,2009,26.0,1.8,4899
7045,Acura,2004,18.0,3.2,1600
7046,Acura,2004,18.0,3.2,1600
7048,Volkswagen,2015,20.0,3.6,14500
7049,Volkswagen,2015,24.0,1.8,14500
7050,Volkswagen,2015,29.0,2.0,14500
7051,Volkswagen,2015,24.0,1.8,14500
7052,Volkswagen,2015,30.0,2.0,14500
7054,Volkswagen,2015,20.0,3.6,12500
7055,Volkswagen,2015,24.0,1.8,12500
7056,Volkswagen,2015,29.0,2.0,12500
7057,Volkswagen,2015,24.0,1.8,12500
7058,Volkswagen,2015,30.0,2.0,12500
7059,Volkswagen,2015,21.0,2.0,13990
7060,Honda,2015,29.0,1.8,12990
7061,Honda,2015,29.0,1.8,12990
7062,Honda,2015,28.0,1.8,12990
7063,Honda,2015,22.0,2.4,12990
7064,Honda,2015,18.0,3.5,18500
7065,Honda,2015,21.0,3.5,18500
7066,Honda,2015,21.0,3.5,18500
7067,Honda,2015,23.0,2.4,18500
7068,Honda,2015,27.0,2.4,18500
7069,Honda,2015,26.0,2.4,18500
7070,Volkswagen,2015,21.0,2.0,17990
7071,Volkswagen,2015,20.0,3.6,15950
7072,Volkswagen,2015,24.0,1.8,15950
7073,Volkswagen,2015,29.0,2.0,15950
7074,Volkswagen,2015,24.0,1.8,15950
7075,Volkswagen,2015,30.0,2.0,15950
7081,Toyota,2009,22.0,2.4,4899
7082,Toyota,2009,22.0,2.4,4899
7083,Toyota,2009,27.0,1.8,4899
7084,Toyota,2009,26.0,1.8,4899
7085,Acura,2004,18.0,3.2,1600
7086,Acura,2004,18.0,3.2,1600
7088,Volkswagen,2015,20.0,3.6,14500
7089,Volkswagen,2015,24.0,1.8,14500
7090,Volkswagen,2015,29.0,2.0,14500
7091,Volkswagen,2015,24.0,1.8,14500
7092,Volkswagen,2015,30.0,2.0,14500
7094,Volkswagen,2015,20.0,3.6,12500
7095,Volkswagen,2015,24.0,1.8,12500
7096,Volkswagen,2015,29.0,2.0,12500
7097,Volkswagen,2015,24.0,1.8,12500
7098,Volkswagen,2015,30.0,2.0,12500
7099,Volkswagen,2015,21.0,2.0,13990
7100,Honda,2015,29.0,1.8,12990
7101,Honda,2015,29.0,1.8,12990
7102,Honda,2015,28.0,1.8,12990
7103,Honda,2015,22.0,2.4,12990
7104,Honda,2015,18.0,3.5,18500
7105,Honda,2015,21.0,3.5,18500
7106,Honda,2015,21.0,3.5,18500
7107,Honda,2015,23.0,2.4,18500
7108,Honda,2015,27.0,2.4,18500
7109,Honda,2015,26.0,2.4,18500
7110,Volkswagen,2015,21.0,2.0,17990
7111,Land Rover,2011,12.0,5.0,27000
7112,Land Rover,2011,12.0,5.0,27000
7115,Toyota,2017,27.0,1.8,14999
7116,Toyota,2017,28.0,1.8,14999
7117,Toyota,2017,28.0,1.8,14999
7119,Toyota,2009,22.0,2.4,4899
7120,Toyota,2009,22.0,2.4,4899
7121,Toyota,2009,27.0,1.8,4899
7122,Toyota,2009,26.0,1.8,4899
7123,Acura,2004,18.0,3.2,1600
7124,Acura,2004,18.0,3.2,1600
7126,Volkswagen,2015,20.0,3.6,14500
7127,Volkswagen,2015,24.0,1.8,14500
7128,Volkswagen,2015,29.0,2.0,14500
7129,Volkswagen,2015,24.0,1.8,14500
7130,Volkswagen,2015,30.0,2.0,14500
7132,Volkswagen,2015,20.0,3.6,12500
7133,Volkswagen,2015,24.0,1.8,12500
7134,Volkswagen,2015,29.0,2.0,12500
7135,Volkswagen,2015,24.0,1.8,12500
7136,Volkswagen,2015,30.0,2.0,12500
7137,Volkswagen,2015,21.0,2.0,13990
7138,Honda,2015,29.0,1.8,12990
7139,Honda,2015,29.0,1.8,12990
7140,Honda,2015,28.0,1.8,12990
7141,Honda,2015,22.0,2.4,12990
7142,Honda,2015,18.0,3.5,18500
7143,Honda,2015,21.0,3.5,18500
7144,Honda,2015,21.0,3.5,18500
7145,Honda,2015,23.0,2.4,18500
7146,Honda,2015,27.0,2.4,18500
7147,Honda,2015,26.0,2.4,18500
7154,Toyota,2009,22.0,2.4,4899
7155,Toyota,2009,22.0,2.4,4899
7156,Toyota,2009,27.0,1.8,4899
7157,Toyota,2009,26.0,1.8,4899
7158,Acura,2004,18.0,3.2,1600
7159,Acura,2004,18.0,3.2,1600
7161,Volkswagen,2015,20.0,3.6,14500
7162,Volkswagen,2015,24.0,1.8,14500
7163,Volkswagen,2015,29.0,2.0,14500
7164,Volkswagen,2015,24.0,1.8,14500
7165,Volkswagen,2015,30.0,2.0,14500
7167,Volkswagen,2015,20.0,3.6,12500
7168,Volkswagen,2015,24.0,1.8,12500
7169,Volkswagen,2015,29.0,2.0,12500
7170,Volkswagen,2015,24.0,1.8,12500
7171,Volkswagen,2015,30.0,2.0,12500
7172,Volkswagen,2015,21.0,2.0,13990
7173,Honda,2015,29.0,1.8,12990
7174,Honda,2015,29.0,1.8,12990
7175,Honda,2015,28.0,1.8,12990
7176,Honda,2015,22.0,2.4,12990
7177,Honda,2015,18.0,3.5,18500
7178,Honda,2015,21.0,3.5,18500
7179,Honda,2015,21.0,3.5,18500
7180,Honda,2015,23.0,2.4,18500
7181,Honda,2015,27.0,2.4,18500
7182,Honda,2015,26.0,2.4,18500
7186,Pontiac,2003,25.0,1.8,2500
7187,Pontiac,2003,23.0,1.8,2500
7188,Pontiac,2003,25.0,1.8,2500
7189,Pontiac,2003,22.0,1.8,2500
7192,Toyota,2009,22.0,2.4,4899
7193,Toyota,2009,22.0,2.4,4899
7194,Toyota,2009,27.0,1.8,4899
7195,Toyota,2009,26.0,1.8,4899
7196,Acura,2004,18.0,3.2,1600
7197,Acura,2004,18.0,3.2,1600
7199,Volkswagen,2015,20.0,3.6,14500
7200,Volkswagen,2015,24.0,1.8,14500
7201,Volkswagen,2015,29.0,2.0,14500
7202,Volkswagen,2015,24.0,1.8,14500
7203,Volkswagen,2015,30.0,2.0,14500
7205,Volkswagen,2015,20.0,3.6,12500
7206,Volkswagen,2015,24.0,1.8,12500
7207,Volkswagen,2015,29.0,2.0,12500
7208,Volkswagen,2015,24.0,1.8,12500
7209,Volkswagen,2015,30.0,2.0,12500
7210,Volkswagen,2015,21.0,2.0,13990
7211,Honda,2015,29.0,1.8,12990
7212,Honda,2015,29.0,1.8,12990
7213,Honda,2015,28.0,1.8,12990
7214,Honda,2015,22.0,2.4,12990
7215,Honda,2015,18.0,3.5,18500
7216,Honda,2015,21.0,3.5,18500
7217,Honda,2015,21.0,3.5,18500
7218,Honda,2015,23.0,2.4,18500
7219,Honda,2015,27.0,2.4,18500
7220,Honda,2015,26.0,2.4,18500
7221,Volkswagen,2015,24.0,2.0,14990
7222,Volkswagen,2015,23.0,2.0,14990
7223,Volkswagen,2015,30.0,2.0,14990
7224,Volkswagen,2015,31.0,2.0,14990
7225,Volkswagen,2015,25.0,2.0,14990
7226,Volkswagen,2015,25.0,1.8,14990
7227,Volkswagen,2015,25.0,1.8,14990
7228,Volkswagen,2015,22.0,2.0,14990
7231,Honda,2012,28.0,1.8,6995
7232,Honda,2012,28.0,1.8,6995
7233,Honda,2012,22.0,2.4,6995
7237,Toyota,2009,22.0,2.4,4899
7238,Toyota,2009,22.0,2.4,4899
7239,Toyota,2009,27.0,1.8,4899
7240,Toyota,2009,26.0,1.8,4899
7241,Acura,2004,18.0,3.2,1600
7242,Acura,2004,18.0,3.2,1600
7244,Volkswagen,2015,20.0,3.6,14500
7245,Volkswagen,2015,24.0,1.8,14500
7246,Volkswagen,2015,29.0,2.0,14500
7247,Volkswagen,2015,24.0,1.8,14500
7248,Volkswagen,2015,30.0,2.0,14500
7250,Volkswagen,2015,20.0,3.6,12500
7251,Volkswagen,2015,24.0,1.8,12500
7252,Volkswagen,2015,29.0,2.0,12500
7253,Volkswagen,2015,24.0,1.8,12500
7254,Volkswagen,2015,30.0,2.0,12500
7255,Volkswagen,2015,21.0,2.0,13990
7256,Honda,2015,29.0,1.8,12990
7257,Honda,2015,29.0,1.8,12990
7258,Honda,2015,28.0,1.8,12990
7259,Honda,2015,22.0,2.4,12990
7260,Hyundai,2013,22.0,2.0,10700
7261,Hyundai,2013,24.0,2.4,10700
7262,Hyundai,2013,24.0,2.4,10700
7268,Dodge,2012,17.0,3.6,13342
7272,Toyota,2009,22.0,2.4,4899
7273,Toyota,2009,22.0,2.4,4899
7274,Toyota,2009,27.0,1.8,4899
7275,Toyota,2009,26.0,1.8,4899
7276,Acura,2004,18.0,3.2,1600
7277,Acura,2004,18.0,3.2,1600
7282,Honda,2012,28.0,1.8,5999
7283,Honda,2012,28.0,1.8,5999
7284,Honda,2012,22.0,2.4,5999
7285,Nissan,2007,25.0,2.0,1600
7286,Nissan,2007,24.0,2.0,1600
7287,Nissan,2007,24.0,2.5,1600
7288,Nissan,2007,21.0,2.5,1600
7293,Dodge,2012,17.0,3.6,13342
7297,Toyota,2009,22.0,2.4,4899
7298,Toyota,2009,22.0,2.4,4899
7299,Toyota,2009,27.0,1.8,4899
7300,Toyota,2009,26.0,1.8,4899
7301,Acura,2004,18.0,3.2,1600
7302,Acura,2004,18.0,3.2,1600
7307,Audi,2017,24.0,2.0,49890
7309,Honda,2012,23.0,2.4,16250
7310,Honda,2012,22.0,2.4,16250
7311,Honda,2012,20.0,3.5,16250
7315,Mitsubishi,2010,17.0,2.0,7500
7316,Mitsubishi,2010,20.0,2.4,7500
7317,Mitsubishi,2010,22.0,2.0,7500
7318,Mitsubishi,2010,22.0,2.4,7500
7319,Mitsubishi,2010,23.0,2.0,7500
7320,Honda,2012,28.0,1.8,5999
7321,Honda,2012,28.0,1.8,5999
7322,Honda,2012,22.0,2.4,5999
7323,Nissan,2007,25.0,2.0,1600
7324,Nissan,2007,24.0,2.0,1600
7325,Nissan,2007,24.0,2.5,1600
7326,Nissan,2007,21.0,2.5,1600
7331,Dodge,2012,17.0,3.6,13342
7335,Toyota,2009,22.0,2.4,4899
7336,Toyota,2009,22.0,2.4,4899
7337,Toyota,2009,27.0,1.8,4899
7338,Toyota,2009,26.0,1.8,4899
7339,Acura,2004,18.0,3.2,1600
7340,Acura,2004,18.0,3.2,1600
7345,Honda,2012,23.0,2.4,16250
7346,Honda,2012,22.0,2.4,16250
7347,Honda,2012,20.0,3.5,16250
7351,Mitsubishi,2010,17.0,2.0,7500
7352,Mitsubishi,2010,20.0,2.4,7500
7353,Mitsubishi,2010,22.0,2.0,7500
7354,Mitsubishi,2010,22.0,2.4,7500
7355,Mitsubishi,2010,23.0,2.0,7500
7356,Honda,2012,28.0,1.8,5999
7357,Honda,2012,28.0,1.8,5999
7358,Honda,2012,22.0,2.4,5999
7359,Nissan,2007,25.0,2.0,1600
7360,Nissan,2007,24.0,2.0,1600
7361,Nissan,2007,24.0,2.5,1600
7362,Nissan,2007,21.0,2.5,1600
7367,Dodge,2012,17.0,3.6,13342
7371,Toyota,2009,22.0,2.4,4899
7372,Toyota,2009,22.0,2.4,4899
7373,Toyota,2009,27.0,1.8,4899
7374,Toyota,2009,26.0,1.8,4899
7375,Acura,2004,18.0,3.2,1600
7376,Acura,2004,18.0,3.2,1600
7379,Chevrolet,2017,19.0,3.6,34500
7380,Chevrolet,2017,16.0,6.2,34500
7381,Chevrolet,2017,20.0,2.0,34500
7382,Chevrolet,2017,22.0,2.0,34500
7383,Chevrolet,2017,16.0,3.6,34500
7384,Chevrolet,2017,17.0,6.2,34500
7385,Chevrolet,2017,14.0,6.2,34500
7386,Chevrolet,2017,12.0,6.2,34500
7390,Honda,2012,23.0,2.4,16250
7391,Honda,2012,22.0,2.4,16250
7392,Honda,2012,20.0,3.5,16250
7396,Mitsubishi,2010,17.0,2.0,7500
7397,Mitsubishi,2010,20.0,2.4,7500
7398,Mitsubishi,2010,22.0,2.0,7500
7399,Mitsubishi,2010,22.0,2.4,7500
7400,Mitsubishi,2010,23.0,2.0,7500
7401,Honda,2012,28.0,1.8,5999
7402,Honda,2012,28.0,1.8,5999
7403,Honda,2012,22.0,2.4,5999
7404,Nissan,2007,25.0,2.0,1600
7405,Nissan,2007,24.0,2.0,1600
7406,Nissan,2007,24.0,2.5,1600
7407,Nissan,2007,21.0,2.5,1600
7412,Dodge,2012,17.0,3.6,13342
7416,Toyota,2009,22.0,2.4,4899
7417,Toyota,2009,22.0,2.4,4899
7418,Toyota,2009,27.0,1.8,4899
7419,Toyota,2009,26.0,1.8,4899
7420,Acura,2004,18.0,3.2,1600
7421,Acura,2004,18.0,3.2,1600
7424,Ford,2018,21.0,2.3,28888
7425,Ford,2018,15.0,5.0,28888
7426,Ford,2018,21.0,2.3,28888
7427,Ford,2018,16.0,5.0,28888
7429,Toyota,2015,29.0,1.8,12999
7430,Toyota,2015,27.0,1.8,12999
7431,Toyota,2015,28.0,1.8,12999
7432,Toyota,2015,28.0,1.8,12999
7434,Honda,2012,23.0,2.4,16250
7435,Honda,2012,22.0,2.4,16250
7436,Honda,2012,20.0,3.5,16250
7440,Mitsubishi,2010,17.0,2.0,7500
7441,Mitsubishi,2010,20.0,2.4,7500
7442,Mitsubishi,2010,22.0,2.0,7500
7443,Mitsubishi,2010,22.0,2.4,7500
7444,Mitsubishi,2010,23.0,2.0,7500
7445,Honda,2012,28.0,1.8,5999
7446,Honda,2012,28.0,1.8,5999
7447,Honda,2012,22.0,2.4,5999
7448,Nissan,2007,25.0,2.0,1600
7449,Nissan,2007,24.0,2.0,1600
7450,Nissan,2007,24.0,2.5,1600
7451,Nissan,2007,21.0,2.5,1600
7456,Dodge,2012,17.0,3.6,13342
7464,Honda,2012,23.0,2.4,16250
7465,Honda,2012,22.0,2.4,16250
7466,Honda,2012,20.0,3.5,16250
7469,Mitsubishi,2010,17.0,2.0,7500
7470,Mitsubishi,2010,20.0,2.4,7500
7471,Mitsubishi,2010,22.0,2.0,7500
7472,Mitsubishi,2010,22.0,2.4,7500
7473,Mitsubishi,2010,23.0,2.0,7500
7474,Honda,2012,28.0,1.8,5999
7475,Honda,2012,28.0,1.8,5999
7476,Honda,2012,22.0,2.4,5999
7477,Nissan,2007,25.0,2.0,1600
7478,Nissan,2007,24.0,2.0,1600
7479,Nissan,2007,24.0,2.5,1600
7480,Nissan,2007,21.0,2.5,1600
7485,Dodge,2012,17.0,3.6,13342
7494,Honda,2012,23.0,2.4,16250
7495,Honda,2012,22.0,2.4,16250
7496,Honda,2012,20.0,3.5,16250
7500,Mitsubishi,2010,17.0,2.0,7500
7501,Mitsubishi,2010,20.0,2.4,7500
7502,Mitsubishi,2010,22.0,2.0,7500
7503,Mitsubishi,2010,22.0,2.4,7500
7504,Mitsubishi,2010,23.0,2.0,7500
7505,Honda,2012,28.0,1.8,5999
7506,Honda,2012,28.0,1.8,5999
7507,Honda,2012,22.0,2.4,5999
7508,Nissan,2007,25.0,2.0,1600
7509,Nissan,2007,24.0,2.0,1600
7510,Nissan,2007,24.0,2.5,1600
7511,Nissan,2007,21.0,2.5,1600
7516,Dodge,2012,17.0,3.6,13342
7524,Subaru,2015,21.0,2.0,33800
7525,Subaru,2015,17.0,2.5,33800
7526,Subaru,2015,19.0,2.0,33800
7528,Fiat,2014,28.0,1.4,12800
7529,Fiat,2014,27.0,1.4,12800
7530,Fiat,2014,30.0,1.4,12800
7531,Land Rover,2013,13.0,5.0,49800
7532,Land Rover,2013,14.0,5.0,49800
7535,Honda,2012,23.0,2.4,16250
7536,Honda,2012,22.0,2.4,16250
7537,Honda,2012,20.0,3.5,16250
7541,Mitsubishi,2010,17.0,2.0,7500
7542,Mitsubishi,2010,20.0,2.4,7500
7543,Mitsubishi,2010,22.0,2.0,7500
7544,Mitsubishi,2010,22.0,2.4,7500
7545,Mitsubishi,2010,23.0,2.0,7500
7546,Honda,2012,28.0,1.8,5999
7547,Honda,2012,28.0,1.8,5999
7548,Honda,2012,22.0,2.4,5999
7549,Nissan,2007,25.0,2.0,1600
7550,Nissan,2007,24.0,2.0,1600
7551,Nissan,2007,24.0,2.5,1600
7552,Nissan,2007,21.0,2.5,1600
7556,Dodge,2018,19.0,3.6,29750
7557,Dodge,2018,16.0,5.7,29750
7558,Dodge,2018,15.0,6.4,29750
7559,Dodge,2018,15.0,5.7,29750
7560,Dodge,2018,14.0,6.4,29750
7564,Kia,2009,27.0,1.6,3999
7565,Kia,2009,26.0,1.6,3999
7570,Subaru,2017,20.0,2.0,28495
7571,Subaru,2017,18.0,2.0,28495
7572,Subaru,2017,17.0,2.5,28495
7574,BMW,2004,13.0,3.0,3900
7575,BMW,2004,14.0,3.0,3900
7576,BMW,2004,14.0,4.4,3900
7578,Fiat,2014,28.0,1.4,12800
7579,Fiat,2014,27.0,1.4,12800
7580,Fiat,2014,30.0,1.4,12800
7581,Audi,2013,18.0,3.0,35800
7582,Audi,2013,17.0,3.0,35800
7583,Land Rover,2013,13.0,5.0,49800
7584,Land Rover,2013,14.0,5.0,49800
7586,Porsche,2012,18.0,3.6,39800
7590,Chevrolet,2015,26.0,1.4,14888
7591,Chevrolet,2015,26.0,1.4,14888
7592,Chevrolet,2015,22.0,1.8,14888
7593,Chevrolet,2015,25.0,1.8,14888
7594,Chevrolet,2015,27.0,2.0,14888
7596,Kia,2009,27.0,1.6,3999
7597,Kia,2009,26.0,1.6,3999
7603,Nissan,2006,21.0,2.5,3475
7604,Nissan,2006,21.0,2.5,3475
7605,Nissan,2006,19.0,3.5,3475
7606,Nissan,2006,18.0,3.5,3475
7607,Nissan,2006,18.0,3.5,3475
7609,Subaru,2017,20.0,2.0,28495
7610,Subaru,2017,18.0,2.0,28495
7611,Subaru,2017,17.0,2.5,28495
7614,BMW,2004,13.0,3.0,3900
7615,BMW,2004,14.0,3.0,3900
7616,BMW,2004,14.0,4.4,3900
7618,Fiat,2014,28.0,1.4,12800
7619,Fiat,2014,27.0,1.4,12800
7620,Fiat,2014,30.0,1.4,12800
7621,Audi,2013,18.0,3.0,35800
7622,Audi,2013,17.0,3.0,35800
7623,Land Rover,2013,13.0,5.0,49800
7624,Land Rover,2013,14.0,5.0,49800
7626,Volkswagen,2015,24.0,2.0,12500
7627,Volkswagen,2015,23.0,2.0,12500
7628,Volkswagen,2015,30.0,2.0,12500
7629,Volkswagen,2015,31.0,2.0,12500
7630,Volkswagen,2015,25.0,2.0,12500
7631,Volkswagen,2015,25.0,1.8,12500
7632,Volkswagen,2015,25.0,1.8,12500
7633,Volkswagen,2015,22.0,2.0,12500
7636,Chevrolet,2016,30.0,1.4,14600
7637,Chevrolet,2016,28.0,1.4,14600
7640,Kia,2009,27.0,1.6,3999
7641,Kia,2009,26.0,1.6,3999
7646,Nissan,2006,21.0,2.5,3475
7647,Nissan,2006,21.0,2.5,3475
7648,Nissan,2006,19.0,3.5,3475
7649,Nissan,2006,18.0,3.5,3475
7650,Nissan,2006,18.0,3.5,3475
7652,Subaru,2017,20.0,2.0,28495
7653,Subaru,2017,18.0,2.0,28495
7654,Subaru,2017,17.0,2.5,28495
7657,BMW,2004,13.0,3.0,3900
7658,BMW,2004,14.0,3.0,3900
7659,BMW,2004,14.0,4.4,3900
7661,Fiat,2014,28.0,1.4,12800
7662,Fiat,2014,27.0,1.4,12800
7663,Fiat,2014,30.0,1.4,12800
7664,Audi,2013,18.0,3.0,35800
7665,Audi,2013,17.0,3.0,35800
7666,Land Rover,2013,13.0,5.0,49800
7667,Land Rover,2013,14.0,5.0,49800
7668,Kia,2018,25.0,2.0,17495
7669,Kia,2018,25.0,1.6,17495
7670,Kia,2018,24.0,1.6,17495
7671,Kia,2018,26.0,1.6,17495
7673,Porsche,2013,17.0,3.6,53988
7674,Porsche,2013,15.0,3.6,53988
7675,Volkswagen,2015,20.0,3.6,14800
7676,Volkswagen,2015,24.0,1.8,14800
7677,Volkswagen,2015,29.0,2.0,14800
7678,Volkswagen,2015,24.0,1.8,14800
7679,Volkswagen,2015,30.0,2.0,14800
7682,Kia,2009,27.0,1.6,3999
7683,Kia,2009,26.0,1.6,3999
7689,Nissan,2006,21.0,2.5,3475
7690,Nissan,2006,21.0,2.5,3475
7691,Nissan,2006,19.0,3.5,3475
7692,Nissan,2006,18.0,3.5,3475
7693,Nissan,2006,18.0,3.5,3475
7695,Subaru,2017,20.0,2.0,28495
7696,Subaru,2017,18.0,2.0,28495
7697,Subaru,2017,17.0,2.5,28495
7700,BMW,2004,13.0,3.0,3900
7701,BMW,2004,14.0,3.0,3900
7702,BMW,2004,14.0,4.4,3900
7704,Fiat,2014,28.0,1.4,12800
7705,Fiat,2014,27.0,1.4,12800
7706,Fiat,2014,30.0,1.4,12800
7707,Audi,2013,18.0,3.0,35800
7708,Audi,2013,17.0,3.0,35800
7711,Nissan,2015,27.0,1.8,13999
7712,Nissan,2015,29.0,1.8,13999
7713,Volkswagen,2015,24.0,2.0,9500
7714,Volkswagen,2015,23.0,2.0,9500
7715,Volkswagen,2015,30.0,2.0,9500
7716,Volkswagen,2015,31.0,2.0,9500
7717,Volkswagen,2015,25.0,2.0,9500
7718,Volkswagen,2015,25.0,1.8,9500
7719,Volkswagen,2015,25.0,1.8,9500
7720,Volkswagen,2015,22.0,2.0,9500
7723,Pontiac,2000,19.0,2.4,0
7724,Pontiac,2000,19.0,2.4,0
7725,Pontiac,2000,17.0,3.4,0
7726,Toyota,2004,25.0,1.8,0
7727,Toyota,2004,28.0,1.8,0
7730,Kia,2009,27.0,1.6,3999
7731,Kia,2009,26.0,1.6,3999
7737,Nissan,2006,21.0,2.5,3475
7738,Nissan,2006,21.0,2.5,3475
7739,Nissan,2006,19.0,3.5,3475
7740,Nissan,2006,18.0,3.5,3475
7741,Nissan,2006,18.0,3.5,3475
7743,Volkswagen,2013,29.0,2.0,8888
7744,Volkswagen,2013,29.0,2.0,8888
7745,Volkswagen,2013,24.0,2.5,8888
7746,Volkswagen,2013,23.0,2.5,8888
7747,Volkswagen,2015,24.0,2.0,13990
7748,Volkswagen,2015,23.0,2.0,13990
7749,Volkswagen,2015,30.0,2.0,13990
7750,Volkswagen,2015,31.0,2.0,13990
7751,Volkswagen,2015,25.0,2.0,13990
7752,Volkswagen,2015,25.0,1.8,13990
7753,Volkswagen,2015,25.0,1.8,13990
7754,Volkswagen,2015,22.0,2.0,13990
7755,Honda,2013,22.0,2.4,14450
7756,Honda,2013,28.0,1.8,14450
7757,Honda,2013,28.0,1.8,14450
7759,Pontiac,2000,19.0,2.4,0
7760,Pontiac,2000,19.0,2.4,0
7761,Pontiac,2000,17.0,3.4,0
7762,Toyota,2004,25.0,1.8,0
7763,Toyota,2004,28.0,1.8,0
7766,Kia,2009,27.0,1.6,3999
7767,Kia,2009,26.0,1.6,3999
