,brand,Year,mpg,Displacement,list_price
4690,Volkswagen,2015,23.0,2.0,15990
4691,Volkswagen,2015,30.0,2.0,15990
4692,Volkswagen,2015,31.0,2.0,15990
4693,Volkswagen,2015,25.0,2.0,15990
4694,Volkswagen,2015,25.0,1.8,15990
4695,Volkswagen,2015,25.0,1.8,15990
4696,Volkswagen,2015,22.0,2.0,15990
4698,Volkswagen,2008,22.0,2.0,4800
4699,Volkswagen,2008,20.0,2.0,4800
4700,Volkswagen,2008,21.0,2.5,4800
4701,Volkswagen,2008,21.0,2.5,4800
4702,Volkswagen,2010,21.0,2.0,6000
4703,Volkswagen,2010,22.0,2.5,6000
4704,Volkswagen,2010,23.0,2.5,6000
4705,Volkswagen,2010,24.0,2.0,6000
4706,Volkswagen,2010,29.0,2.0,6000
4707,Volkswagen,2010,29.0,2.0,6000
4713,Dodge,2016,19.0,2.4,16950
4714,Dodge,2016,17.0,3.6,16950
4718,Toyota,2009,22.0,2.4,5995
4719,Toyota,2009,22.0,2.4,5995
4720,Toyota,2009,27.0,1.8,5995
4721,Toyota,2009,26.0,1.8,5995
4722,Volkswagen,2008,22.0,2.0,4800
4723,Volkswagen,2008,20.0,2.0,4800
4724,Volkswagen,2008,21.0,2.5,4800
4725,Volkswagen,2008,21.0,2.5,4800
4726,Volkswagen,2010,21.0,2.0,6000
4727,Volkswagen,2010,22.0,2.5,6000
4728,Volkswagen,2010,23.0,2.5,6000
4729,Volkswagen,2010,24.0,2.0,6000
4730,Volkswagen,2010,29.0,2.0,6000
4731,Volkswagen,2010,29.0,2.0,6000
4736,Porsche,2011,16.0,3.6,23800
4737,Porsche,2011,15.0,3.6,23800
4738,Honda,2014,26.0,2.4,16950
4739,Honda,2014,21.0,3.5,16950
4740,Honda,2014,18.0,3.5,16950
4741,Honda,2014,24.0,2.4,16950
4742,Honda,2014,26.0,2.4,16950
4743,Honda,2014,21.0,3.5,16950
4745,Volkswagen,2008,22.0,2.0,4800
4746,Volkswagen,2008,20.0,2.0,4800
4747,Volkswagen,2008,21.0,2.5,4800
4748,Volkswagen,2008,21.0,2.5,4800
4749,Volkswagen,2010,21.0,2.0,6000
4750,Volkswagen,2010,22.0,2.5,6000
4751,Volkswagen,2010,23.0,2.5,6000
4752,Volkswagen,2010,24.0,2.0,6000
4753,Volkswagen,2010,29.0,2.0,6000
4754,Volkswagen,2010,29.0,2.0,6000
4759,Dodge,2013,16.0,5.7,24800
4760,Dodge,2013,18.0,3.6,24800
4761,Dodge,2013,15.0,5.7,24800
4763,Volkswagen,2008,22.0,2.0,4800
4764,Volkswagen,2008,20.0,2.0,4800
4765,Volkswagen,2008,21.0,2.5,4800
4766,Volkswagen,2008,21.0,2.5,4800
4767,Volkswagen,2010,21.0,2.0,6000
4768,Volkswagen,2010,22.0,2.5,6000
4769,Volkswagen,2010,23.0,2.5,6000
4770,Volkswagen,2010,24.0,2.0,6000
4771,Volkswagen,2010,29.0,2.0,6000
4772,Volkswagen,2010,29.0,2.0,6000
4777,Nissan,2019,28.0,2.5,35646
4778,Chevrolet,2016,43.0,1.5,27995
4779,Volkswagen,2014,28.0,2.0,13488
4780,Volkswagen,2014,27.0,2.0,13488
4781,Volkswagen,2014,24.0,2.0,13488
4782,Volkswagen,2014,22.0,2.5,13488
4783,Volkswagen,2014,22.0,2.5,13488
4784,Volkswagen,2014,23.0,2.0,13488
4785,Volkswagen,2014,25.0,1.8,13488
4786,Volkswagen,2014,24.0,1.8,13488
4788,Nissan,2015,31.0,1.6,12495
4789,Nissan,2015,27.0,1.6,12495
4790,Nissan,2015,26.0,1.6,12495
4791,Volkswagen,2008,22.0,2.0,4800
4792,Volkswagen,2008,20.0,2.0,4800
4793,Volkswagen,2008,21.0,2.5,4800
4794,Volkswagen,2008,21.0,2.5,4800
4795,Volkswagen,2010,21.0,2.0,6000
4796,Volkswagen,2010,22.0,2.5,6000
4797,Volkswagen,2010,23.0,2.5,6000
4798,Volkswagen,2010,24.0,2.0,6000
4799,Volkswagen,2010,29.0,2.0,6000
4800,Volkswagen,2010,29.0,2.0,6000
4807,Nissan,2015,31.0,1.6,12495
4808,Nissan,2015,27.0,1.6,12495
4809,Nissan,2015,26.0,1.6,12495
4810,Volkswagen,2008,22.0,2.0,4800
4811,Volkswagen,2008,20.0,2.0,4800
4812,Volkswagen,2008,21.0,2.5,4800
4813,Volkswagen,2008,21.0,2.5,4800
4814,Volkswagen,2010,21.0,2.0,6000
4815,Volkswagen,2010,22.0,2.5,6000
4816,Volkswagen,2010,23.0,2.5,6000
4817,Volkswagen,2010,24.0,2.0,6000
4818,Volkswagen,2010,29.0,2.0,6000
4819,Volkswagen,2010,29.0,2.0,6000
4823,Jaguar,2016,20.0,3.0,41888
4825,Volkswagen,2015,24.0,2.0,12990
4826,Volkswagen,2015,23.0,2.0,12990
4827,Volkswagen,2015,30.0,2.0,12990
4828,Volkswagen,2015,31.0,2.0,12990
4829,Volkswagen,2015,25.0,2.0,12990
4830,Volkswagen,2015,25.0,1.8,12990
4831,Volkswagen,2015,25.0,1.8,12990
4832,Volkswagen,2015,22.0,2.0,12990
4835,Nissan,2015,31.0,1.6,12495
4836,Nissan,2015,27.0,1.6,12495
4837,Nissan,2015,26.0,1.6,12495
4838,Volkswagen,2008,22.0,2.0,4800
4839,Volkswagen,2008,20.0,2.0,4800
4840,Volkswagen,2008,21.0,2.5,4800
4841,Volkswagen,2008,21.0,2.5,4800
4842,Volkswagen,2010,21.0,2.0,6000
4843,Volkswagen,2010,22.0,2.5,6000
4844,Volkswagen,2010,23.0,2.5,6000
4845,Volkswagen,2010,24.0,2.0,6000
4846,Volkswagen,2010,29.0,2.0,6000
4847,Volkswagen,2010,29.0,2.0,6000
4851,Dodge,2014,17.0,3.6,12900
4852,Dodge,2014,17.0,3.6,12900
4854,Audi,2015,24.0,2.0,24988
4857,Nissan,2015,31.0,1.6,12495
4858,Nissan,2015,27.0,1.6,12495
4859,Nissan,2015,26.0,1.6,12495
4860,Volkswagen,2008,22.0,2.0,4800
4861,Volkswagen,2008,20.0,2.0,4800
4862,Volkswagen,2008,21.0,2.5,4800
4863,Volkswagen,2008,21.0,2.5,4800
4864,Volkswagen,2010,21.0,2.0,6000
4865,Volkswagen,2010,22.0,2.5,6000
4866,Volkswagen,2010,23.0,2.5,6000
4867,Volkswagen,2010,24.0,2.0,6000
4868,Volkswagen,2010,29.0,2.0,6000
4869,Volkswagen,2010,29.0,2.0,6000
4877,Nissan,2015,27.0,2.5,15450
4878,Nissan,2015,22.0,3.5,15450
4879,Nissan,2015,31.0,1.6,12495
4880,Nissan,2015,27.0,1.6,12495
4881,Nissan,2015,26.0,1.6,12495
4882,Volkswagen,2008,22.0,2.0,4800
4883,Volkswagen,2008,20.0,2.0,4800
4884,Volkswagen,2008,21.0,2.5,4800
4885,Volkswagen,2008,21.0,2.5,4800
4886,Volkswagen,2010,21.0,2.0,6000
4887,Volkswagen,2010,22.0,2.5,6000
4888,Volkswagen,2010,23.0,2.5,6000
4889,Volkswagen,2010,24.0,2.0,6000
4890,Volkswagen,2010,29.0,2.0,6000
4891,Volkswagen,2010,29.0,2.0,6000
4896,Nissan,2016,27.0,2.5,13495
4897,Nissan,2016,22.0,3.5,13495
4898,Volkswagen,2011,20.0,2.0,10950
4899,Volkswagen,2011,18.0,2.0,10950
4900,Jaguar,2014,19.0,2.0,24999
4901,Jaguar,2014,15.0,5.0,24999
4902,Nissan,2015,31.0,1.6,12495
4903,Nissan,2015,27.0,1.6,12495
4904,Nissan,2015,26.0,1.6,12495
4905,Volkswagen,2008,22.0,2.0,4800
4906,Volkswagen,2008,20.0,2.0,4800
4907,Volkswagen,2008,21.0,2.5,4800
4908,Volkswagen,2008,21.0,2.5,4800
4909,Volkswagen,2010,21.0,2.0,6000
4910,Volkswagen,2010,22.0,2.5,6000
4911,Volkswagen,2010,23.0,2.5,6000
4912,Volkswagen,2010,24.0,2.0,6000
4913,Volkswagen,2010,29.0,2.0,6000
4914,Volkswagen,2010,29.0,2.0,6000
4923,Nissan,2015,31.0,1.6,12495
4924,Nissan,2015,27.0,1.6,12495
4925,Nissan,2015,26.0,1.6,12495
4926,Volkswagen,2008,22.0,2.0,4800
4927,Volkswagen,2008,20.0,2.0,4800
4928,Volkswagen,2008,21.0,2.5,4800
4929,Volkswagen,2008,21.0,2.5,4800
4930,Volkswagen,2010,21.0,2.0,6000
4931,Volkswagen,2010,22.0,2.5,6000
4932,Volkswagen,2010,23.0,2.5,6000
4933,Volkswagen,2010,24.0,2.0,6000
4934,Volkswagen,2010,29.0,2.0,6000
4935,Volkswagen,2010,29.0,2.0,6000
4939,Honda,2016,19.0,3.5,29900
4940,Hyundai,2007,16.0,3.8,5995
4943,Nissan,2015,31.0,1.6,12495
4944,Nissan,2015,27.0,1.6,12495
4945,Nissan,2015,26.0,1.6,12495
4946,Volkswagen,2008,22.0,2.0,4800
4947,Volkswagen,2008,20.0,2.0,4800
4948,Volkswagen,2008,21.0,2.5,4800
4949,Volkswagen,2008,21.0,2.5,4800
4950,Volkswagen,2010,21.0,2.0,6000
4951,Volkswagen,2010,22.0,2.5,6000
4952,Volkswagen,2010,23.0,2.5,6000
4953,Volkswagen,2010,24.0,2.0,6000
4954,Volkswagen,2010,29.0,2.0,6000
4955,Volkswagen,2010,29.0,2.0,6000
4960,Volkswagen,2013,24.0,2.0,9900
4961,Volkswagen,2013,22.0,2.0,9900
4962,Volkswagen,2013,29.0,2.0,9900
4963,Volkswagen,2013,29.0,2.0,9900
4964,Volkswagen,2013,23.0,2.0,9900
4965,Volkswagen,2013,24.0,2.0,9900
4966,Volkswagen,2013,24.0,2.5,9900
4967,Volkswagen,2013,23.0,2.5,9900
4968,Volkswagen,2015,21.0,2.0,18600
4969,Nissan,2015,31.0,1.6,12495
4970,Nissan,2015,27.0,1.6,12495
4971,Nissan,2015,26.0,1.6,12495
4972,Volkswagen,2008,22.0,2.0,4800
4973,Volkswagen,2008,20.0,2.0,4800
4974,Volkswagen,2008,21.0,2.5,4800
4975,Volkswagen,2008,21.0,2.5,4800
4976,Volkswagen,2010,21.0,2.0,6000
4977,Volkswagen,2010,22.0,2.5,6000
4978,Volkswagen,2010,23.0,2.5,6000
4979,Volkswagen,2010,24.0,2.0,6000
4980,Volkswagen,2010,29.0,2.0,6000
4981,Volkswagen,2010,29.0,2.0,6000
4984,Volkswagen,2013,27.0,2.0,12800
4985,Volkswagen,2013,21.0,2.0,12800
4986,Volkswagen,2013,28.0,2.0,12800
4987,Volkswagen,2013,22.0,2.5,12800
4988,Volkswagen,2013,22.0,2.0,12800
4989,Volkswagen,2013,22.0,2.5,12800
4992,Honda,2015,29.0,1.8,18419
4993,Honda,2015,29.0,1.8,18419
4994,Honda,2015,28.0,1.8,18419
4995,Honda,2015,22.0,2.4,18419
4997,Nissan,2015,31.0,1.6,12495
4998,Nissan,2015,27.0,1.6,12495
4999,Nissan,2015,26.0,1.6,12495
5000,Volkswagen,2008,22.0,2.0,4800
5001,Volkswagen,2008,20.0,2.0,4800
5002,Volkswagen,2008,21.0,2.5,4800
5003,Volkswagen,2008,21.0,2.5,4800
5004,Volkswagen,2010,21.0,2.0,6000
5005,Volkswagen,2010,22.0,2.5,6000
5006,Volkswagen,2010,23.0,2.5,6000
5007,Volkswagen,2010,24.0,2.0,6000
5008,Volkswagen,2010,29.0,2.0,6000
5009,Volkswagen,2010,29.0,2.0,6000
5011,Volkswagen,2015,20.0,3.6,15450
5012,Volkswagen,2015,24.0,1.8,15450
5013,Volkswagen,2015,29.0,2.0,15450
5014,Volkswagen,2015,24.0,1.8,15450
5015,Volkswagen,2015,30.0,2.0,15450
5017,Infiniti,2009,17.0,3.5,9995
5018,Infiniti,2009,16.0,3.5,9995
5020,Nissan,2015,31.0,1.6,12495
5021,Nissan,2015,27.0,1.6,12495
5022,Nissan,2015,26.0,1.6,12495
5023,Volkswagen,2008,22.0,2.0,4800
5024,Volkswagen,2008,20.0,2.0,4800
5025,Volkswagen,2008,21.0,2.5,4800
5026,Volkswagen,2008,21.0,2.5,4800
5027,Volkswagen,2010,21.0,2.0,6000
5028,Volkswagen,2010,22.0,2.5,6000
5029,Volkswagen,2010,23.0,2.5,6000
5030,Volkswagen,2010,24.0,2.0,6000
5031,Volkswagen,2010,29.0,2.0,6000
5032,Volkswagen,2010,29.0,2.0,6000
5037,Audi,2016,20.0,2.0,30890
5038,Nissan,2015,31.0,1.6,12495
5039,Nissan,2015,27.0,1.6,12495
5040,Nissan,2015,26.0,1.6,12495
5041,Volkswagen,2008,22.0,2.0,4800
5042,Volkswagen,2008,20.0,2.0,4800
5043,Volkswagen,2008,21.0,2.5,4800
5044,Volkswagen,2008,21.0,2.5,4800
5045,Volkswagen,2010,21.0,2.0,6000
5046,Volkswagen,2010,22.0,2.5,6000
5047,Volkswagen,2010,23.0,2.5,6000
5048,Volkswagen,2010,24.0,2.0,6000
5049,Volkswagen,2010,29.0,2.0,6000
5050,Volkswagen,2010,29.0,2.0,6000
5052,Dodge,2019,17.0,3.6,39695
5053,Dodge,2019,17.0,3.6,39695
5054,Volkswagen,2009,21.0,2.5,5300
5055,Volkswagen,2009,20.0,2.5,5300
5056,Volkswagen,2009,21.0,2.0,5300
5057,Volkswagen,2009,22.0,2.0,5300
5058,Volkswagen,2009,29.0,2.0,5300
5059,Volkswagen,2009,29.0,2.0,5300
5060,Volkswagen,2015,24.0,2.0,13990
5061,Volkswagen,2015,23.0,2.0,13990
5062,Volkswagen,2015,30.0,2.0,13990
5063,Volkswagen,2015,31.0,2.0,13990
5064,Volkswagen,2015,25.0,2.0,13990
5065,Volkswagen,2015,25.0,1.8,13990
5066,Volkswagen,2015,25.0,1.8,13990
5067,Volkswagen,2015,22.0,2.0,13990
5069,Nissan,2015,31.0,1.6,12495
5070,Nissan,2015,27.0,1.6,12495
5071,Nissan,2015,26.0,1.6,12495
5072,Volkswagen,2008,22.0,2.0,4800
5073,Volkswagen,2008,20.0,2.0,4800
5074,Volkswagen,2008,21.0,2.5,4800
5075,Volkswagen,2008,21.0,2.5,4800
5076,Volkswagen,2010,21.0,2.0,6000
5077,Volkswagen,2010,22.0,2.5,6000
5078,Volkswagen,2010,23.0,2.5,6000
5079,Volkswagen,2010,24.0,2.0,6000
5080,Volkswagen,2010,29.0,2.0,6000
5081,Volkswagen,2010,29.0,2.0,6000
5086,Nissan,2015,31.0,1.6,12495
5087,Nissan,2015,27.0,1.6,12495
5088,Nissan,2015,26.0,1.6,12495
5089,Volkswagen,2008,22.0,2.0,4800
5090,Volkswagen,2008,20.0,2.0,4800
5091,Volkswagen,2008,21.0,2.5,4800
5092,Volkswagen,2008,21.0,2.5,4800
5093,Volkswagen,2010,21.0,2.0,6000
5094,Volkswagen,2010,22.0,2.5,6000
5095,Volkswagen,2010,23.0,2.5,6000
5096,Volkswagen,2010,24.0,2.0,6000
5097,Volkswagen,2010,29.0,2.0,6000
5098,Volkswagen,2010,29.0,2.0,6000
5099,Honda,2015,18.0,3.5,19995
5100,Honda,2015,21.0,3.5,19995
5101,Honda,2015,21.0,3.5,19995
5102,Honda,2015,23.0,2.4,19995
5103,Honda,2015,27.0,2.4,19995
5104,Honda,2015,26.0,2.4,19995
5107,Audi,2015,24.0,2.0,19450
5108,Nissan,2015,31.0,1.6,12495
5109,Nissan,2015,27.0,1.6,12495
5110,Nissan,2015,26.0,1.6,12495
5111,Volkswagen,2008,22.0,2.0,4800
5112,Volkswagen,2008,20.0,2.0,4800
5113,Volkswagen,2008,21.0,2.5,4800
5114,Volkswagen,2008,21.0,2.5,4800
5115,Volkswagen,2010,21.0,2.0,6000
5116,Volkswagen,2010,22.0,2.5,6000
5117,Volkswagen,2010,23.0,2.5,6000
5118,Volkswagen,2010,24.0,2.0,6000
5119,Volkswagen,2010,29.0,2.0,6000
5120,Volkswagen,2010,29.0,2.0,6000
5123,Volkswagen,2015,20.0,3.6,15950
5124,Volkswagen,2015,24.0,1.8,15950
5125,Volkswagen,2015,29.0,2.0,15950
5126,Volkswagen,2015,24.0,1.8,15950
5127,Volkswagen,2015,30.0,2.0,15950
5128,Volkswagen,2015,24.0,2.0,13750
5129,Volkswagen,2015,23.0,2.0,13750
5130,Volkswagen,2015,30.0,2.0,13750
5131,Volkswagen,2015,31.0,2.0,13750
5132,Volkswagen,2015,25.0,2.0,13750
5133,Volkswagen,2015,25.0,1.8,13750
5134,Volkswagen,2015,25.0,1.8,13750
5135,Volkswagen,2015,22.0,2.0,13750
5137,Nissan,2015,31.0,1.6,12495
5138,Nissan,2015,27.0,1.6,12495
5139,Nissan,2015,26.0,1.6,12495
5140,Volkswagen,2008,22.0,2.0,4800
5141,Volkswagen,2008,20.0,2.0,4800
5142,Volkswagen,2008,21.0,2.5,4800
5143,Volkswagen,2008,21.0,2.5,4800
5144,Volkswagen,2010,21.0,2.0,6000
5145,Volkswagen,2010,22.0,2.5,6000
5146,Volkswagen,2010,23.0,2.5,6000
5147,Volkswagen,2010,24.0,2.0,6000
5148,Volkswagen,2010,29.0,2.0,6000
5149,Volkswagen,2010,29.0,2.0,6000
5152,Honda,2013,22.0,2.4,8500
5153,Honda,2013,28.0,1.8,8500
5154,Honda,2013,28.0,1.8,8500
5155,Audi,2016,23.0,3.0,32113
5156,Audi,2016,20.0,2.0,32113
5157,Audi,2016,18.0,3.0,32113
5159,Nissan,2015,31.0,1.6,12495
5160,Nissan,2015,27.0,1.6,12495
5161,Nissan,2015,26.0,1.6,12495
5162,Volkswagen,2008,22.0,2.0,4800
5163,Volkswagen,2008,20.0,2.0,4800
5164,Volkswagen,2008,21.0,2.5,4800
5165,Volkswagen,2008,21.0,2.5,4800
5166,Volkswagen,2010,21.0,2.0,6000
5167,Volkswagen,2010,22.0,2.5,6000
5168,Volkswagen,2010,23.0,2.5,6000
5169,Volkswagen,2010,24.0,2.0,6000
5170,Volkswagen,2010,29.0,2.0,6000
5171,Volkswagen,2010,29.0,2.0,6000
5172,Porsche,2009,14.0,3.6,16995
5173,Porsche,2009,14.0,3.6,16995
5176,Nissan,2015,31.0,1.6,12495
5177,Nissan,2015,27.0,1.6,12495
5178,Nissan,2015,26.0,1.6,12495
5179,Volkswagen,2008,22.0,2.0,4800
5180,Volkswagen,2008,20.0,2.0,4800
5181,Volkswagen,2008,21.0,2.5,4800
5182,Volkswagen,2008,21.0,2.5,4800
5183,Volkswagen,2010,21.0,2.0,6000
5184,Volkswagen,2010,22.0,2.5,6000
5185,Volkswagen,2010,23.0,2.5,6000
5186,Volkswagen,2010,24.0,2.0,6000
5187,Volkswagen,2010,29.0,2.0,6000
5188,Volkswagen,2010,29.0,2.0,6000
5193,Nissan,2015,31.0,1.6,12495
5194,Nissan,2015,27.0,1.6,12495
5195,Nissan,2015,26.0,1.6,12495
5196,Volkswagen,2008,22.0,2.0,4800
5197,Volkswagen,2008,20.0,2.0,4800
5198,Volkswagen,2008,21.0,2.5,4800
5199,Volkswagen,2008,21.0,2.5,4800
5200,Volkswagen,2010,21.0,2.0,6000
5201,Volkswagen,2010,22.0,2.5,6000
5202,Volkswagen,2010,23.0,2.5,6000
5203,Volkswagen,2010,24.0,2.0,6000
5204,Volkswagen,2010,29.0,2.0,6000
5205,Volkswagen,2010,29.0,2.0,6000
5207,Volkswagen,2015,20.0,3.6,14800
5208,Volkswagen,2015,24.0,1.8,14800
5209,Volkswagen,2015,29.0,2.0,14800
5210,Volkswagen,2015,24.0,1.8,14800
5211,Volkswagen,2015,30.0,2.0,14800
5212,Land Rover,2011,12.0,5.0,27000
5213,Land Rover,2011,12.0,5.0,27000
5214,Nissan,2015,31.0,1.6,12495
5215,Nissan,2015,27.0,1.6,12495
5216,Nissan,2015,26.0,1.6,12495
5217,Volkswagen,2008,22.0,2.0,4800
5218,Volkswagen,2008,20.0,2.0,4800
5219,Volkswagen,2008,21.0,2.5,4800
5220,Volkswagen,2008,21.0,2.5,4800
5221,Volkswagen,2010,21.0,2.0,6000
5222,Volkswagen,2010,22.0,2.5,6000
5223,Volkswagen,2010,23.0,2.5,6000
5224,Volkswagen,2010,24.0,2.0,6000
5225,Volkswagen,2010,29.0,2.0,6000
5226,Volkswagen,2010,29.0,2.0,6000
5228,Honda,2012,18.0,3.5,16800
5229,Honda,2012,19.0,3.5,16800
5232,Nissan,2015,31.0,1.6,12495
5233,Nissan,2015,27.0,1.6,12495
5234,Nissan,2015,26.0,1.6,12495
5235,Volkswagen,2008,22.0,2.0,4800
5236,Volkswagen,2008,20.0,2.0,4800
5237,Volkswagen,2008,21.0,2.5,4800
5238,Volkswagen,2008,21.0,2.5,4800
5239,Volkswagen,2010,21.0,2.0,6000
5240,Volkswagen,2010,22.0,2.5,6000
5241,Volkswagen,2010,23.0,2.5,6000
5242,Volkswagen,2010,24.0,2.0,6000
5243,Volkswagen,2010,29.0,2.0,6000
5244,Volkswagen,2010,29.0,2.0,6000
5245,Volkswagen,2015,24.0,2.0,14250
5246,Volkswagen,2015,23.0,2.0,14250
5247,Volkswagen,2015,30.0,2.0,14250
5248,Volkswagen,2015,31.0,2.0,14250
5249,Volkswagen,2015,25.0,2.0,14250
5250,Volkswagen,2015,25.0,1.8,14250
5251,Volkswagen,2015,25.0,1.8,14250
5252,Volkswagen,2015,22.0,2.0,14250
5255,Nissan,2015,31.0,1.6,12495
5256,Nissan,2015,27.0,1.6,12495
5257,Nissan,2015,26.0,1.6,12495
5258,Volkswagen,2008,22.0,2.0,4800
5259,Volkswagen,2008,20.0,2.0,4800
5260,Volkswagen,2008,21.0,2.5,4800
5261,Volkswagen,2008,21.0,2.5,4800
5262,Volkswagen,2010,21.0,2.0,6000
5263,Volkswagen,2010,22.0,2.5,6000
5264,Volkswagen,2010,23.0,2.5,6000
5265,Volkswagen,2010,24.0,2.0,6000
5266,Volkswagen,2010,29.0,2.0,6000
5267,Volkswagen,2010,29.0,2.0,6000
5270,Volkswagen,2015,24.0,2.0,9500
5271,Volkswagen,2015,23.0,2.0,9500
5272,Volkswagen,2015,30.0,2.0,9500
5273,Volkswagen,2015,31.0,2.0,9500
5274,Volkswagen,2015,25.0,2.0,9500
5275,Volkswagen,2015,25.0,1.8,9500
5276,Volkswagen,2015,25.0,1.8,9500
5277,Volkswagen,2015,22.0,2.0,9500
5278,Nissan,2015,31.0,1.6,12495
5279,Nissan,2015,27.0,1.6,12495
5280,Nissan,2015,26.0,1.6,12495
5281,Volkswagen,2008,22.0,2.0,4800
5282,Volkswagen,2008,20.0,2.0,4800
5283,Volkswagen,2008,21.0,2.5,4800
5284,Volkswagen,2008,21.0,2.5,4800
5285,Volkswagen,2010,21.0,2.0,6000
5286,Volkswagen,2010,22.0,2.5,6000
5287,Volkswagen,2010,23.0,2.5,6000
5288,Volkswagen,2010,24.0,2.0,6000
5289,Volkswagen,2010,29.0,2.0,6000
5290,Volkswagen,2010,29.0,2.0,6000
5293,Acura,2015,24.0,2.0,16450
5294,Acura,2015,22.0,2.4,16450
5295,Ford,2007,16.0,4.0,25000
5296,Ford,2007,17.0,4.0,25000
5297,Ford,2007,15.0,4.6,25000
5298,Ford,2007,15.0,4.6,25000
5299,Ford,2007,14.0,5.4,25000
5300,Nissan,2015,31.0,1.6,12495
5301,Nissan,2015,27.0,1.6,12495
5302,Nissan,2015,26.0,1.6,12495
5303,Volkswagen,2008,22.0,2.0,4800
5304,Volkswagen,2008,20.0,2.0,4800
5305,Volkswagen,2008,21.0,2.5,4800
5306,Volkswagen,2008,21.0,2.5,4800
5307,Volkswagen,2010,21.0,2.0,6000
5308,Volkswagen,2010,22.0,2.5,6000
5309,Volkswagen,2010,23.0,2.5,6000
5310,Volkswagen,2010,24.0,2.0,6000
5311,Volkswagen,2010,29.0,2.0,6000
5312,Volkswagen,2010,29.0,2.0,6000
5313,Chevrolet,2004,16.0,5.7,28377
5314,Chevrolet,2004,17.0,5.7,28377
5319,Nissan,2015,31.0,1.6,12495
5320,Nissan,2015,27.0,1.6,12495
5321,Nissan,2015,26.0,1.6,12495
5322,Volkswagen,2008,22.0,2.0,4800
5323,Volkswagen,2008,20.0,2.0,4800
5324,Volkswagen,2008,21.0,2.5,4800
5325,Volkswagen,2008,21.0,2.5,4800
5326,Volkswagen,2010,21.0,2.0,6000
5327,Volkswagen,2010,22.0,2.5,6000
5328,Volkswagen,2010,23.0,2.5,6000
5329,Volkswagen,2010,24.0,2.0,6000
5330,Volkswagen,2010,29.0,2.0,6000
5331,Volkswagen,2010,29.0,2.0,6000
5332,Nissan,2015,27.0,2.5,14850
5333,Nissan,2015,22.0,3.5,14850
5337,Volkswagen,2015,20.0,3.6,16990
5338,Volkswagen,2015,24.0,1.8,16990
5339,Volkswagen,2015,29.0,2.0,16990
5340,Volkswagen,2015,24.0,1.8,16990
5341,Volkswagen,2015,30.0,2.0,16990
5342,Nissan,2015,31.0,1.6,12495
5343,Nissan,2015,27.0,1.6,12495
5344,Nissan,2015,26.0,1.6,12495
5345,Volkswagen,2008,22.0,2.0,4800
5346,Volkswagen,2008,20.0,2.0,4800
5347,Volkswagen,2008,21.0,2.5,4800
5348,Volkswagen,2008,21.0,2.5,4800
5349,Volkswagen,2010,21.0,2.0,6000
5350,Volkswagen,2010,22.0,2.5,6000
5351,Volkswagen,2010,23.0,2.5,6000
5352,Volkswagen,2010,24.0,2.0,6000
5353,Volkswagen,2010,29.0,2.0,6000
5354,Volkswagen,2010,29.0,2.0,6000
5360,Nissan,2015,31.0,1.6,12495
5361,Nissan,2015,27.0,1.6,12495
5362,Nissan,2015,26.0,1.6,12495
5363,Volkswagen,2008,22.0,2.0,4800
5364,Volkswagen,2008,20.0,2.0,4800
5365,Volkswagen,2008,21.0,2.5,4800
5366,Volkswagen,2008,21.0,2.5,4800
5367,Volkswagen,2010,21.0,2.0,6000
5368,Volkswagen,2010,22.0,2.5,6000
5369,Volkswagen,2010,23.0,2.5,6000
5370,Volkswagen,2010,24.0,2.0,6000
5371,Volkswagen,2010,29.0,2.0,6000
5372,Volkswagen,2010,29.0,2.0,6000
5373,Land Rover,2014,17.0,3.0,45888
5374,Land Rover,2014,14.0,5.0,45888
5375,Hyundai,2017,25.0,2.4,30028
5376,Hyundai,2017,28.0,1.6,30028
5377,Hyundai,2017,22.0,2.0,30028
5380,Nissan,2015,31.0,1.6,12495
5381,Nissan,2015,27.0,1.6,12495
5382,Nissan,2015,26.0,1.6,12495
5383,Volkswagen,2008,22.0,2.0,4800
5384,Volkswagen,2008,20.0,2.0,4800
5385,Volkswagen,2008,21.0,2.5,4800
5386,Volkswagen,2008,21.0,2.5,4800
5389,Nissan,2015,31.0,1.6,12495
5390,Nissan,2015,27.0,1.6,12495
5391,Nissan,2015,26.0,1.6,12495
5392,Volkswagen,2008,22.0,2.0,4800
5393,Volkswagen,2008,20.0,2.0,4800
5394,Volkswagen,2008,21.0,2.5,4800
5395,Volkswagen,2008,21.0,2.5,4800
5400,Nissan,2015,31.0,1.6,12495
5401,Nissan,2015,27.0,1.6,12495
5402,Nissan,2015,26.0,1.6,12495
5403,Volkswagen,2008,22.0,2.0,4800
5404,Volkswagen,2008,20.0,2.0,4800
5405,Volkswagen,2008,21.0,2.5,4800
5406,Volkswagen,2008,21.0,2.5,4800
5408,Dodge,2019,17.0,3.6,29230
5409,Dodge,2019,17.0,3.6,29230
5413,Nissan,2015,31.0,1.6,12495
5414,Nissan,2015,27.0,1.6,12495
5415,Nissan,2015,26.0,1.6,12495
5421,Nissan,2015,31.0,1.6,12495
5422,Nissan,2015,27.0,1.6,12495
5423,Nissan,2015,26.0,1.6,12495
5424,Volkswagen,2014,20.0,3.0,20950
5425,Volkswagen,2014,17.0,3.6,20950
5427,Nissan,2014,27.0,2.5,13999
5428,Nissan,2014,22.0,3.5,13999
